SA3_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,SA3_NAME11
12101,8623,746,3031,12,0,12412,6583,903,3915,18,4,11423,1686,599,6834,38,5,9162,111,73,416,0,0,600,706,212,1240,17,0,2175,25,15,134,0,0,174,44,16,110,5,29,204,90,7,81,0,0,178,2662,922,8815,60,34,12493,79,22,227,0,3,331,275,41,277,0,3,596,18222,2634,16265,90,44,37255,Chatswood - Lane Cove
12102,7403,492,856,7,5,8763,8575,586,1822,10,6,10999,1418,343,2319,17,9,4106,78,168,299,0,0,545,641,76,533,15,3,1268,36,28,166,3,0,233,81,9,43,3,0,136,61,6,38,0,0,105,2315,630,3398,38,12,6393,77,32,96,3,3,211,242,36,128,0,0,406,18612,1776,6300,58,26,26772,Hornsby
12103,13717,734,1945,7,9,16412,11389,304,1392,6,8,13099,1977,232,1574,3,8,3794,21,0,10,0,0,31,724,78,382,3,11,1198,30,23,97,3,4,157,54,12,36,3,3,108,82,4,43,0,0,129,2888,349,2142,12,26,5417,104,66,173,0,3,346,358,76,160,0,3,597,28456,1529,5812,25,49,35871,Ku-ring-gai
12104,3901,1812,5031,20,25,10789,2719,1640,4904,18,19,9300,866,1398,11067,50,32,13413,5,90,397,0,0,492,395,410,2348,17,7,3177,11,10,75,0,0,96,29,15,96,3,7,150,33,30,120,0,0,183,1339,1953,14103,70,46,17511,39,23,141,4,0,207,110,71,473,3,8,665,8108,5499,24652,115,98,38472,North Sydney - Mosman
12201,2683,588,1601,9,0,4881,2453,545,1356,5,0,4359,560,405,2902,14,14,3895,44,33,178,0,0,255,213,148,772,12,5,1150,14,4,54,0,0,72,15,27,30,0,0,72,15,13,44,5,0,77,861,630,3980,31,19,5521,30,3,41,0,0,74,88,23,184,4,0,299,6115,1789,7162,49,19,15134,Manly
12202,6091,831,868,40,0,7830,6220,711,598,14,3,7546,1131,270,737,53,0,2191,8,3,0,0,0,11,733,152,314,21,0,1220,10,4,51,0,0,65,60,15,26,8,0,109,79,14,22,0,6,121,2021,458,1150,82,6,3717,68,84,97,5,0,254,233,82,110,3,0,428,14633,2166,2823,144,9,19775,Pittwater
12203,12987,913,2987,30,7,16924,13153,777,4841,16,10,18797,2205,486,5635,30,10,8366,202,209,487,0,0,898,1185,268,1411,32,9,2905,42,80,286,0,0,408,101,72,98,13,4,288,128,30,106,3,0,267,3863,1145,8023,78,23,13132,171,164,360,0,0,695,505,116,454,13,0,1088,30679,3115,16665,137,40,50636,Warringah
12301,3558,247,69,31,6,3911,8940,311,30,0,16,9297,1708,163,77,0,0,1948,205,79,33,0,0,317,507,43,20,3,0,573,26,25,6,0,0,57,29,0,0,9,3,41,27,6,7,0,0,40,2502,316,143,12,3,2976,36,87,9,0,0,132,198,36,13,4,0,251,15234,997,264,47,25,16567,Camden
12302,10288,979,235,67,4,11573,17661,2079,273,62,3,20078,4222,1701,555,21,0,6499,3182,1748,338,0,7,5275,1512,355,111,7,0,1985,115,93,56,0,0,264,162,19,21,21,0,223,119,28,16,3,0,166,9312,3944,1097,52,7,14412,178,55,112,3,4,352,842,229,67,4,0,1142,38281,7286,1784,188,18,47557,Campbelltown (NSW)
12303,3473,181,41,22,3,3720,5560,52,17,12,0,5641,969,66,49,15,0,1099,95,14,23,0,0,132,457,30,18,13,0,518,44,6,33,0,0,83,108,0,8,26,0,142,76,4,4,4,0,88,1749,120,135,58,0,2062,58,37,9,0,0,104,265,16,13,22,0,316,11105,406,215,114,3,11843,Wollondilly
12401,9912,446,73,8,5,10444,11119,183,48,11,3,11364,2757,329,236,11,4,3337,164,138,50,0,0,352,1080,76,69,12,3,1240,82,80,38,0,0,200,84,14,9,3,0,110,110,10,9,0,0,129,4277,647,411,26,7,5368,149,99,26,0,3,277,439,43,19,3,0,504,25896,1418,577,48,18,27957,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains - South
12403,9928,820,409,117,9,11283,16667,1248,745,13,6,18679,3802,1531,1391,15,3,6742,835,560,477,4,0,1876,1484,301,204,24,3,2016,62,82,52,0,10,206,200,21,22,17,0,260,129,25,22,0,3,179,6512,2520,2168,60,19,11279,112,35,19,3,30,199,611,117,141,9,11,889,33830,4740,3482,202,75,42329,Penrith
12404,2742,351,77,12,3,3185,3972,351,85,4,0,4412,1214,642,326,36,3,2221,455,150,102,0,0,707,492,126,58,13,0,689,71,27,27,0,0,125,206,62,15,3,0,286,61,20,0,5,0,86,2499,1027,528,57,3,4114,58,12,13,4,0,87,182,47,24,5,0,258,9453,1788,727,82,6,12056,Richmond - Windsor
12405,4170,192,74,3,0,4439,6877,487,159,3,0,7526,1699,570,311,5,0,2585,474,196,86,0,0,756,719,98,59,8,0,884,29,43,19,0,0,91,83,3,0,0,0,86,53,7,8,0,0,68,3057,917,483,13,0,4470,53,3,5,0,0,61,340,55,37,0,0,432,14497,1654,758,19,0,16928,St Marys
12501,4211,548,820,8,4,5591,3917,966,2273,9,3,7168,1417,591,3816,13,10,5847,247,247,338,3,6,841,686,161,574,18,3,1442,40,33,56,0,0,129,128,18,91,5,0,242,60,16,49,0,0,125,2578,1066,4924,39,19,8626,79,17,40,0,0,136,401,83,275,0,0,759,11186,2680,8332,56,26,22280,Auburn
12502,5814,673,282,10,6,6785,5095,1424,623,4,30,7176,1375,684,557,26,9,2651,814,311,666,5,7,1803,455,166,116,7,3,747,29,21,100,0,0,150,46,97,27,0,3,173,55,16,13,0,0,84,2774,1295,1479,38,22,5608,73,22,75,0,0,170,233,46,90,0,0,369,13989,3460,2549,52,58,20108,Carlingford
12503,11348,935,609,18,9,12919,10525,1764,1510,30,14,13843,3102,954,3040,47,27,7170,1486,816,1375,0,6,3683,1610,288,377,25,10,2310,119,131,176,0,4,430,306,34,79,9,3,431,169,36,53,3,3,264,6792,2259,5100,84,53,14288,206,38,48,4,0,296,988,165,297,8,6,1464,29859,5161,7564,144,82,42810,Merrylands - Guildford
12504,7950,794,1591,5,0,10340,7677,1989,4086,3,4,13759,2264,1335,8495,9,18,12121,527,662,1293,10,0,2492,911,295,1121,10,13,2350,77,137,283,0,0,497,107,149,147,5,7,415,94,30,98,0,0,222,3980,2608,11437,34,38,18097,120,82,261,0,0,463,422,135,496,0,3,1056,20149,5608,17871,42,45,43715,Parramatta
12601,5315,411,440,0,0,6166,4191,331,467,7,0,4996,910,216,1083,10,3,2222,46,23,62,0,0,131,337,47,177,4,0,565,18,4,70,0,0,92,41,22,8,3,0,74,36,5,16,4,0,61,1388,317,1416,21,3,3145,44,25,55,0,3,127,128,23,48,0,0,199,11066,1107,2426,28,6,14633,Pennant Hills - Epping
12602,10811,1638,1818,21,3,14291,8605,1900,2899,3,0,13407,2017,1415,5902,36,9,9379,262,499,1024,0,3,1788,956,388,924,24,3,2295,69,95,238,0,3,405,87,120,92,5,0,304,101,35,77,0,0,213,3492,2552,8257,65,18,14384,121,75,205,0,0,401,496,118,316,4,3,937,23525,6283,13495,93,24,43420,Ryde - Hunters Hill
12701,5419,320,9,83,4,5835,8998,867,18,9,0,9892,2012,386,40,4,3,2445,1191,237,546,0,0,1974,940,86,19,0,0,1045,64,22,48,0,0,134,215,8,5,12,0,240,112,9,10,0,7,138,4534,748,668,16,10,5976,116,8,4,4,3,135,537,57,46,6,0,646,19604,2000,745,118,17,22484,Bringelly - Green Valley
12702,15135,1328,729,32,15,17239,13729,2114,1161,9,13,17026,4141,1394,2457,34,12,8038,1727,1305,542,0,0,3574,1914,373,349,15,4,2655,165,135,57,0,4,361,424,96,92,40,0,652,204,41,50,3,0,298,8575,3344,3547,92,20,15578,256,51,39,0,3,349,1344,286,279,6,0,1915,39039,7123,5755,139,51,52107,Fairfield
12703,6516,620,546,3,4,7689,10134,1508,1295,3,7,12947,2412,1017,2590,8,8,6035,819,566,855,0,0,2240,754,189,259,9,3,1214,51,73,95,0,0,219,608,70,64,3,7,752,96,27,43,3,0,169,4740,1942,3906,23,18,10629,92,59,28,0,0,179,521,249,261,3,3,1037,22003,4378,6036,32,32,32481,Liverpool
12801,10477,2078,2236,56,3,14850,9217,1461,2780,8,3,13469,1464,873,4179,42,3,6561,129,221,604,0,0,954,661,185,796,28,0,1670,51,27,133,0,0,211,83,184,46,31,3,347,83,9,57,3,0,152,2471,1499,5815,104,6,9895,93,38,171,0,0,302,429,151,353,7,0,940,22687,5227,11355,175,12,39456,Cronulla - Miranda - Caringbah
12802,11632,991,726,29,0,13378,13176,1213,1411,10,3,15813,1330,485,1668,28,0,3511,225,271,326,0,0,822,595,145,286,13,3,1042,47,75,53,0,0,175,60,17,8,46,0,131,45,12,11,4,0,72,2302,1005,2352,91,3,5753,84,63,83,0,0,230,330,101,98,0,0,529,27524,3373,4670,130,6,35703,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,11046,465,448,40,0,11999,12089,275,232,18,3,12617,4239,802,1183,4,3,6231,1012,215,367,4,0,1598,1599,128,191,11,3,1932,138,62,76,0,0,276,169,27,37,16,0,249,126,16,23,3,0,168,7283,1250,1877,38,6,10454,152,68,27,0,0,247,723,91,139,3,3,959,31293,2149,2723,99,12,36276,Ballarat
20102,4253,22,32,49,0,4356,3917,4,18,13,0,3952,519,15,42,5,0,581,73,24,44,3,0,144,601,16,23,7,0,647,14,3,18,0,0,35,90,3,0,32,0,125,85,3,4,3,0,95,1382,64,131,50,0,1627,75,0,9,5,0,89,249,6,6,8,0,269,9876,96,196,125,0,10293,Creswick - Daylesford - Ballan
20103,4426,50,69,115,0,4660,2923,13,13,27,4,2980,454,25,70,13,0,562,114,46,38,0,0,198,592,17,36,17,0,662,22,3,21,0,0,46,84,3,3,28,0,118,73,3,4,4,0,84,1339,97,172,62,0,1670,68,0,9,0,0,77,300,12,14,10,0,336,9056,172,277,214,4,9723,Maryborough - Pyrenees
20201,10172,242,389,95,5,10903,10926,191,189,16,4,11326,3791,526,800,6,0,5123,1016,162,349,3,0,1530,1809,147,214,12,0,2182,185,46,45,0,0,276,177,31,33,53,0,294,112,14,11,3,0,140,7090,926,1452,77,0,9545,144,15,16,5,0,180,756,43,92,11,0,902,29088,1417,2138,204,9,32856,Bendigo
20202,6849,40,114,81,4,7088,6134,28,31,36,3,6232,1010,52,113,8,0,1183,142,38,119,0,0,299,853,27,53,21,3,957,38,8,16,0,0,62,92,0,8,25,0,125,110,0,7,3,0,120,2245,125,316,57,3,2746,89,4,3,3,0,99,372,15,37,4,0,428,15689,212,501,181,10,16593,Heathcote - Castlemaine - Kyneton
20203,2158,5,13,49,0,2225,1302,3,3,15,0,1323,107,3,7,0,0,117,25,6,27,0,0,58,306,0,10,8,0,324,8,0,3,0,0,11,71,4,3,6,0,84,71,0,0,4,0,75,588,13,50,18,0,669,46,0,3,0,0,49,112,0,3,18,0,133,4206,21,72,100,0,4399,Loddon - Elmore
20301,2030,9,4,9,3,2055,2694,3,3,12,3,2715,201,11,0,0,0,212,22,4,0,0,0,26,307,6,4,4,0,321,3,0,4,0,0,7,61,0,0,0,0,61,40,0,0,0,0,40,634,21,8,4,0,667,33,0,0,0,0,33,127,5,0,0,0,132,5518,38,15,25,6,5602,Barwon - West
20302,20994,785,1190,195,4,23168,21385,536,890,26,7,22844,6238,1094,2366,27,6,9731,1690,427,598,0,0,2715,2988,279,658,30,0,3955,303,82,240,0,0,625,344,59,122,137,0,662,233,38,66,6,3,346,11796,1979,4050,200,9,18034,284,143,141,13,0,581,1379,122,262,38,0,1801,55838,3565,6533,472,20,66428,Geelong
20303,8616,368,303,40,5,9332,7363,151,128,6,4,7652,2311,284,379,15,0,2989,48,35,36,0,0,119,1115,81,126,18,0,1340,36,22,19,0,0,77,126,3,10,13,0,152,131,5,12,4,0,152,3767,430,582,50,0,4829,91,12,9,3,0,115,373,43,42,3,0,461,20210,1004,1064,102,9,22389,Surf Coast - Bellarine Peninsula
20401,7145,154,139,190,0,7628,6115,49,39,77,3,6283,1304,126,206,18,0,1654,392,81,69,4,0,546,1018,44,62,34,3,1161,24,11,10,0,0,45,445,31,27,66,6,575,161,8,6,8,0,183,3344,301,380,130,9,4164,123,23,15,9,0,170,482,37,37,46,3,605,17209,564,610,452,15,18850,Upper Goulburn Valley
20402,6732,144,173,66,4,7119,5677,53,67,32,0,5829,1233,230,410,9,0,1882,461,158,129,0,0,748,839,55,115,28,0,1037,39,23,32,0,0,94,99,8,12,26,0,145,121,7,19,3,0,150,2792,481,717,66,0,4056,129,33,9,0,0,171,357,47,56,8,0,468,15687,758,1022,172,4,17643,Wangaratta - Benalla
20403,7887,197,242,81,0,8407,8073,175,172,32,3,8455,2351,461,594,11,0,3417,715,218,222,0,0,1155,1285,111,150,31,3,1580,48,18,19,3,0,88,381,15,27,32,4,459,165,25,20,4,0,214,4945,848,1032,81,7,6913,127,6,9,6,5,153,468,43,54,20,0,585,21500,1269,1509,220,15,24513,Wodonga - Alpine
20501,5694,389,132,64,0,6279,5753,161,32,11,0,5957,1225,217,175,6,3,1626,217,52,98,0,0,367,799,59,50,21,0,929,19,18,7,0,0,44,108,10,9,49,0,176,104,10,5,0,0,119,2472,366,344,76,3,3261,84,17,6,3,0,110,347,31,21,14,0,413,14350,964,535,168,3,16020,Baw Baw
20502,6973,195,289,199,9,7665,4487,81,79,42,0,4689,1267,117,298,5,0,1687,347,56,161,0,0,564,917,27,104,27,3,1078,54,58,27,0,0,139,142,13,21,110,0,286,145,7,15,6,0,173,2872,278,626,148,3,3927,101,19,3,6,0,129,387,31,50,27,0,495,14820,604,1047,422,12,16905,Gippsland - East
20503,9169,272,191,84,4,9720,6694,65,54,30,7,6850,2166,149,196,6,0,2517,163,122,113,0,0,398,1312,54,58,21,0,1445,34,46,20,0,0,100,221,10,20,42,0,293,205,14,10,7,0,236,4101,395,417,76,0,4989,155,22,11,4,0,192,532,40,44,14,0,630,20651,794,717,208,11,22381,Gippsland - South West
20504,9099,294,426,162,0,9981,9322,203,175,23,3,9726,2710,163,975,0,3,3851,831,189,421,0,3,1444,1046,49,161,14,0,1270,121,14,74,0,0,209,107,4,36,46,0,193,116,6,33,0,0,155,4931,425,1700,60,6,7122,90,3,84,7,0,184,656,46,154,16,0,872,24098,971,2539,268,9,27885,Latrobe Valley
20505,5858,120,107,69,0,6154,5163,68,48,15,3,5297,1289,200,244,10,0,1743,329,63,78,0,0,470,723,34,29,20,3,809,49,19,8,4,0,80,282,22,9,20,0,333,131,3,12,0,0,146,2803,341,380,54,3,3581,97,44,6,0,0,147,374,37,24,7,0,442,14295,610,565,145,6,15621,Wellington
20601,7577,1047,640,23,3,9290,5719,1586,1346,34,3,8688,2410,1952,4067,54,5,8488,118,236,402,0,0,756,1094,514,649,41,6,2304,25,17,83,0,0,125,56,36,48,11,0,151,86,38,47,3,0,174,3789,2793,5296,109,11,11998,103,27,36,0,0,166,492,134,175,4,0,805,17680,5587,7493,170,17,30947,Brunswick - Coburg
20602,4823,515,459,21,3,5821,3986,832,862,36,3,5719,1562,878,2736,75,6,5257,77,113,472,0,0,662,603,217,376,32,0,1228,53,26,24,0,0,103,26,7,30,4,0,67,57,14,27,3,0,101,2378,1255,3665,114,6,7418,48,7,17,3,0,75,243,39,139,3,0,424,11478,2648,5142,177,12,19457,Darebin - South
20603,5549,834,749,10,5,7147,4544,1063,1029,8,4,6648,1420,989,2998,26,0,5433,99,138,1633,0,0,1870,584,288,495,23,0,1390,31,23,87,0,0,141,36,16,38,6,0,96,61,16,46,4,0,127,2231,1470,5297,59,0,9057,67,19,51,0,0,137,261,73,305,0,0,639,12652,3459,7431,77,9,23628,Essendon
20604,648,1548,4085,13,0,6294,650,1680,5261,11,7,7609,422,1973,15246,22,23,17686,20,375,1857,0,0,2252,176,726,2882,29,0,3813,7,80,475,0,0,562,21,51,374,4,0,450,17,56,235,3,0,311,663,3261,21069,58,23,25074,20,36,129,4,0,189,41,142,617,4,0,804,2022,6667,31161,90,30,39970,Melbourne City
20605,2537,2546,3208,28,3,8322,2129,2613,5417,36,5,10200,1129,2126,12977,111,3,16346,32,405,1535,0,0,1972,410,645,2435,45,3,3538,21,22,167,0,3,213,15,24,115,3,0,157,51,55,171,3,0,280,1658,3277,17400,162,9,22506,29,37,115,0,0,181,154,149,554,4,0,861,6507,8622,26694,230,17,42070,Port Phillip
20801,10661,2086,1260,16,3,14026,8518,1546,897,20,4,10985,2061,1096,1350,38,3,4548,177,259,442,3,0,881,792,331,349,25,6,1503,19,9,71,0,0,99,54,12,24,3,4,97,105,29,33,3,0,170,3208,1736,2269,72,13,7298,114,55,79,0,0,248,444,123,142,5,0,714,22945,5546,4647,113,20,33271,Bayside
20803,10719,2180,1431,102,3,14435,11679,2616,1615,15,9,15934,2516,1781,2476,49,0,6822,257,150,322,0,0,729,979,433,525,43,0,1980,43,39,45,0,0,127,62,34,39,125,0,260,88,35,55,4,0,182,3945,2472,3462,221,0,10100,124,87,107,3,0,321,578,209,305,10,0,1102,27045,7564,6920,351,12,41892,Kingston
20804,3908,798,710,13,0,5429,2839,657,726,7,0,4229,682,562,2148,34,0,3426,3,17,86,0,0,106,292,160,350,15,0,817,4,6,87,0,0,97,12,15,36,5,3,71,33,8,28,0,0,69,1026,768,2735,54,3,4586,40,11,70,0,0,121,177,50,93,5,4,329,7990,2284,4334,79,7,14694,Stonnington - East
20901,15330,1001,658,8,0,16997,13071,1220,758,6,5,15060,3334,1306,1424,20,4,6088,873,348,492,0,0,1713,1270,289,303,12,0,1874,119,36,96,0,0,251,268,21,18,3,0,310,133,18,21,0,0,172,5997,2018,2354,35,4,10408,216,27,24,0,0,267,764,95,104,3,0,966,35378,4361,3898,52,9,43698,Banyule
20902,9938,793,590,22,3,11346,6697,1036,915,22,0,8670,3035,1361,2141,46,3,6586,678,361,622,0,0,1661,1203,275,369,29,5,1881,40,18,57,0,0,115,171,36,64,3,0,274,127,26,34,7,0,194,5254,2077,3287,85,8,10711,122,51,35,0,0,208,864,148,214,6,0,1232,22875,4105,5041,135,11,32167,Darebin - North
20903,7590,163,50,18,3,7824,10082,143,103,18,3,10349,858,146,81,5,3,1093,47,24,40,10,0,121,491,42,30,8,0,571,16,10,35,0,0,61,52,5,0,3,0,60,69,4,4,0,0,77,1533,231,190,26,3,1983,84,8,3,0,0,95,265,18,16,0,0,299,19554,563,362,62,9,20550,Nillumbik - Kinglake
20904,16453,542,439,24,4,17462,22569,1367,397,14,0,24347,5115,993,868,13,4,6993,535,68,89,0,0,692,1737,158,147,11,0,2053,61,24,13,0,0,98,291,23,27,8,0,349,186,21,11,0,0,218,7925,1287,1155,32,4,10403,233,18,47,0,0,298,1297,71,85,0,0,1453,48477,3285,2123,70,8,53963,Whittlesea - Wallan
21001,8890,462,283,4,0,9639,5260,523,372,3,3,6161,1469,355,398,14,3,2239,66,30,22,0,0,118,590,95,82,10,0,777,18,0,3,0,0,21,32,8,7,0,0,47,74,9,3,0,0,86,2249,497,515,24,3,3288,78,47,12,0,0,137,580,46,34,4,0,664,17057,1575,1216,35,6,19889,Keilor
21002,3096,20,63,22,0,3201,4306,38,35,7,3,4389,445,39,59,4,0,547,46,0,3,0,0,49,346,13,29,0,0,388,19,3,17,0,0,39,56,3,0,9,0,68,43,0,3,0,0,46,955,58,111,13,0,1137,47,0,0,0,0,47,146,4,14,3,0,167,8550,120,223,45,3,8941,Macedon Ranges
21003,8440,811,355,6,6,9618,5570,1190,536,16,7,7319,2092,1160,910,17,3,4182,341,188,152,0,0,681,871,258,161,8,0,1298,22,16,8,4,0,50,142,25,13,3,0,183,111,23,123,3,0,260,3579,1670,1367,35,3,6654,97,15,19,0,0,131,671,130,90,3,0,894,18357,3816,2367,60,16,24616,Moreland - North
21004,3404,91,226,3,0,3724,6138,94,121,0,0,6353,1175,103,252,7,0,1537,80,3,55,0,0,138,460,25,52,5,0,542,13,0,14,0,0,27,23,0,8,0,0,31,35,0,7,0,0,42,1786,131,388,12,0,2317,43,0,5,0,0,48,225,12,33,0,0,270,11596,328,773,15,0,12712,Sunbury
21005,10638,690,150,61,4,11543,16330,2013,313,12,7,18675,3151,779,473,4,3,4410,1100,114,217,0,5,1436,1540,242,105,11,6,1904,74,19,9,0,3,105,284,29,19,128,0,460,134,22,8,3,0,167,6283,1205,831,146,17,8482,179,44,8,4,0,235,1096,131,71,16,4,1318,34526,4083,1373,239,32,40253,Tullamarine - Broadmeadows
21101,16116,1208,434,86,0,17844,21626,1172,548,10,0,23356,4089,1034,517,11,3,5654,560,239,149,0,3,951,1540,254,151,13,0,1958,64,64,23,0,0,151,90,28,14,44,0,176,127,25,18,3,5,178,6470,1644,872,71,11,9068,343,221,139,5,0,708,851,168,60,11,0,1090,45406,4413,2053,183,11,52066,Knox
21102,3443,171,25,12,0,3651,3309,168,20,0,0,3497,384,140,18,0,0,542,17,14,0,0,0,31,164,27,5,0,0,196,9,5,0,0,0,14,13,0,0,6,0,19,30,0,0,0,0,30,617,186,23,6,0,832,41,26,0,0,0,67,104,25,3,0,0,132,7514,576,71,18,0,8179,Manningham - East
21103,10787,1752,366,12,3,12920,13644,1648,491,7,3,15793,2821,2047,549,13,0,5430,350,410,117,0,0,877,1122,512,114,13,0,1761,45,91,72,0,0,208,62,36,12,0,0,110,99,30,10,0,0,139,4499,3126,874,26,0,8525,118,73,32,0,0,223,516,226,38,5,0,785,29564,6825,1801,50,6,38246,Maroondah
21104,7495,735,410,0,0,8640,6336,765,354,3,0,7458,1604,678,479,6,0,2767,192,165,86,0,0,443,586,161,114,6,3,870,31,27,23,0,4,85,34,14,16,0,0,64,62,21,8,0,0,91,2509,1066,726,12,7,4320,74,56,48,0,0,178,331,90,57,0,0,478,16745,2712,1595,15,7,21074,Whitehorse - East
21105,16080,627,405,112,3,17227,23408,568,341,31,3,24351,3254,297,536,17,4,4108,288,41,139,0,0,468,1873,81,165,24,0,2143,98,51,36,0,0,185,199,0,12,59,0,270,195,8,15,8,0,226,5907,478,903,108,4,7400,259,77,73,4,3,416,879,60,72,10,3,1024,46533,1810,1794,265,16,50418,Yarra Ranges
20606,3086,1451,1895,9,0,6441,1811,1064,2006,7,4,4892,985,1396,6562,28,4,8975,16,102,849,0,3,970,400,404,1223,17,7,2051,10,27,82,0,0,119,14,20,63,3,0,100,34,47,102,3,0,186,1459,1996,8881,51,14,12401,48,21,83,0,0,152,121,87,315,0,0,523,6525,4619,13180,67,18,24409,Stonnington - West
20607,2499,3167,959,33,3,6661,2045,3408,1970,30,7,7460,1323,3658,4343,75,9,9408,98,668,2595,0,0,3361,601,1331,856,55,4,2847,39,83,118,4,0,244,24,62,42,6,6,140,37,76,79,3,0,195,2122,5878,8033,143,19,16195,34,88,66,10,0,198,140,244,344,3,0,731,6840,12785,11372,219,29,31245,Yarra
20701,17737,2888,2353,18,5,23001,12483,2119,2073,23,6,16704,3516,2214,5737,98,11,11576,132,62,349,0,0,543,1300,627,1145,70,4,3146,54,73,179,0,0,306,76,40,80,11,0,207,161,69,95,3,0,328,5239,3085,7585,182,15,16106,202,48,89,0,0,339,615,163,296,8,0,1082,36276,8303,12396,231,26,57232,Boroondara
20702,13057,1321,665,0,0,15043,7509,1127,490,0,3,9129,2175,895,645,5,0,3720,41,38,32,0,0,111,764,229,152,12,0,1157,17,24,19,0,0,60,60,10,9,3,0,82,87,11,13,0,0,111,3144,1207,870,20,0,5241,120,118,82,0,0,320,554,85,77,0,0,716,24384,3858,2184,20,3,30449,Manningham - West
20703,11172,1634,832,5,0,13643,8754,1253,564,11,3,10585,2695,1555,1283,11,3,5547,317,201,155,0,0,673,1354,461,347,9,4,2175,88,66,107,0,0,261,118,46,56,0,0,220,116,44,51,0,0,211,4688,2373,1999,20,7,9087,141,204,121,0,0,466,559,144,156,4,0,863,25314,5608,3672,40,10,34644,Whitehorse - West
21201,6052,208,282,68,3,6613,12250,205,75,7,3,12540,2824,390,152,11,0,3377,171,93,15,0,3,282,997,68,36,21,0,1122,33,3,12,0,0,48,114,4,7,62,0,187,118,6,3,8,0,135,4257,564,225,102,3,5151,112,7,164,5,0,288,414,43,35,4,0,496,23085,1027,781,186,9,25088,Cardinia
