SA3_MAIN11,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P,SA3_NAME11
40103,4620,9076,67,359,616,2743,50,204,2468,9555,3201,12861,329,1312,803,2783,744,2303,1876,6398,5077,19259,15,58,125,416,19,66,408,974,567,1514,87,261,286,641,426,876,799,1778,1366,3292,199,408,11262,32035,Burnside
40504,3769,7411,36,208,217,952,65,290,1202,4782,1520,6232,60,223,159,481,340,1055,559,1759,2079,7991,14,67,67,256,28,90,420,1123,529,1536,21,74,65,131,257,549,343,754,872,2290,59,121,6779,17813,Yorke Peninsula
40601,6368,12473,121,655,621,2833,230,1045,3517,13710,4489,18243,147,585,398,1189,844,2574,1389,4348,5878,22591,34,166,165,585,109,379,1188,3250,1496,4380,66,203,203,418,672,1414,941,2035,2437,6415,188,383,14871,41862,Eyre Peninsula and South West
40602,2621,5142,35,205,240,1081,106,531,1723,6695,2104,8512,87,344,144,429,388,1177,619,1950,2723,10462,8,63,83,322,61,253,570,1628,722,2266,15,55,81,167,298,666,394,888,1116,3154,99,237,6559,18995,Outback - North and East
40701,7460,14684,79,463,415,1870,142,609,2335,9120,2971,12062,176,708,264,858,679,2017,1119,3583,4090,15645,19,85,148,496,67,229,716,1861,950,2671,48,150,164,333,467,943,679,1426,1629,4097,115,241,13294,34667,Fleurieu - Kangaroo Island
50201,10826,21075,141,766,830,3773,380,1704,4698,17927,6049,24170,370,1444,558,1757,1472,4394,2400,7595,8449,31765,67,291,244,845,201,725,1703,4686,2215,6547,111,330,286,633,1005,2097,1402,3060,3617,9607,235,487,23127,62934,Mandurah
50301,5978,11588,96,500,982,4475,89,351,4117,16426,5284,21752,524,2105,1252,4383,1026,3086,2802,9574,8086,31326,27,93,130,451,12,40,508,1310,677,1894,122,384,342,810,571,1195,1035,2389,1712,4283,348,733,16124,47930,Cottesloe - Claremont
50302,10488,20279,57,292,596,2676,102,425,5106,18802,5861,22195,337,1372,782,2653,976,2961,2095,6986,7956,29181,15,58,110,344,30,85,783,1871,938,2358,117,364,375,830,822,1686,1314,2880,2252,5238,650,1358,21346,56056,Perth City
50401,8366,16471,108,606,676,3077,212,964,4654,17508,5650,22155,395,1665,660,2284,1587,4977,2642,8926,8292,31081,26,128,207,707,102,371,1206,3029,1541,4235,124,406,319,699,1278,2733,1721,3838,3262,8073,479,1006,20399,56631,Bayswater - Bassendean
50402,4396,8615,108,596,503,2322,219,980,2449,9550,3279,13448,299,1196,409,1307,979,2991,1687,5494,4966,18942,33,147,112,391,65,231,595,1623,805,2392,65,211,149,334,579,1232,793,1777,1598,4169,122,254,11082,31980,Mundaring
50403,9042,17766,256,1440,1355,6311,546,2473,7669,29779,9826,40003,730,3038,905,3028,2363,7447,3998,13513,13824,53516,83,417,353,1252,230,816,1966,5468,2632,7953,181,579,353,798,1435,3100,1969,4477,4601,12430,417,886,27884,84598,Swan
50501,15286,29905,375,1970,2272,10094,650,2842,10641,40984,13938,55890,1594,6524,2281,7817,4401,13533,8276,27874,22214,83764,78,313,374,1268,176,578,1869,4874,2497,7033,331,1045,642,1479,1917,4038,2890,6562,5387,13595,578,1215,43465,128479,Joondalup
50502,18904,37225,277,1561,1756,8149,408,1862,11157,42511,13598,54083,983,4071,1716,5889,3216,10036,5915,19996,19513,74079,79,360,439,1539,225,782,2599,6686,3342,9367,351,1094,812,1822,2604,5536,3767,8452,7109,17819,1134,2409,46660,131532,Stirling
50503,13351,26259,452,2556,2137,9914,887,4067,12442,48325,15918,64862,1047,4367,1326,4440,3137,9921,5510,18728,21428,83590,111,539,477,1754,311,1142,2871,7953,3770,11388,245,783,504,1127,1709,3699,2458,5609,6228,16997,553,1204,41560,128050,Wanneroo
50602,6841,13491,72,384,429,1989,126,578,3756,13875,4383,16826,192,812,406,1333,894,2746,1492,4891,5875,21717,29,129,132,475,99,361,966,2508,1226,3473,86,264,250,547,963,2028,1299,2839,2525,6312,624,1322,15865,42842,Belmont - Victoria Park
50603,8086,16068,198,1099,1222,5642,278,1253,5351,20467,7049,28461,682,2872,1079,3700,1909,6106,3670,12678,10719,41139,31,153,221,785,111,365,1058,2765,1421,4068,181,619,409,943,1144,2437,1734,3999,3155,8067,765,1668,22725,66942,Canning
50607,4459,8677,31,167,355,1565,56,243,2214,8284,2656,10259,199,798,457,1575,572,1743,1228,4116,3884,14375,17,74,72,239,30,123,445,1129,564,1565,64,201,196,447,465,957,725,1605,1289,3170,460,986,10092,27208,South Perth
50701,8483,16661,185,989,934,4206,429,1927,6689,25422,8237,32544,592,2423,746,2471,2033,6362,3371,11256,11608,43800,50,222,222,769,142,540,1522,4012,1936,5543,162,495,291,634,1237,2653,1690,3782,3626,9325,453,947,24170,70733,Cockburn
50702,3680,7120,38,196,304,1354,60,261,1919,7229,2321,9040,157,643,310,1007,567,1726,1034,3376,3355,12416,17,73,71,236,38,127,521,1332,647,1768,49,146,179,381,503,1035,731,1562,1378,3330,151,309,8564,23175,Fremantle
50703,2633,5158,87,485,274,1315,182,839,2037,7788,2580,10427,125,503,145,476,545,1669,815,2648,3395,13075,17,78,79,264,78,286,731,1988,905,2616,41,129,85,187,444,955,570,1271,1475,3887,128,277,7631,22397,Kwinana
50704,10118,19892,189,1000,1353,6070,229,977,6077,23315,7848,31362,975,4046,1594,5477,2403,7456,4972,16979,12820,48341,27,145,259,846,88,271,1034,2651,1408,3913,203,625,497,1153,1266,2643,1966,4421,3374,8334,555,1216,26867,77783,Melville
50705,10347,20044,298,1597,1271,5763,657,2951,7644,29344,9870,39655,596,2398,806,2632,2048,6276,3450,11306,13320,50961,58,277,316,1141,247,862,2073,5656,2694,7936,135,413,347,775,1165,2480,1647,3668,4341,11604,321,670,28329,83279,Rockingham
50801,1678,3256,25,147,166,711,56,242,1112,4406,1359,5506,46,181,88,258,251,755,385,1194,1744,6700,6,24,55,184,28,105,242,650,331,963,12,33,45,79,145,308,202,420,533,1383,42,88,3997,11427,Esperance
50802,1014,1977,8,42,65,277,44,182,609,2343,726,2844,17,48,22,73,118,359,157,480,883,3324,0,12,15,54,29,122,182,524,226,712,5,23,18,27,90,193,113,243,339,955,26,52,2262,6308,Gascoyne
50803,3319,6505,102,544,316,1452,261,1225,2899,11406,3578,14627,122,485,145,441,606,1883,873,2809,4451,17436,16,104,67,232,87,339,762,2151,932,2826,32,117,73,159,381,845,486,1121,1418,3947,132,285,9320,28173,Goldfields
50804,2409,4744,52,340,168,802,217,1225,2078,8528,2515,10895,40,169,87,251,279,934,406,1354,2921,12249,18,100,74,314,185,888,936,2908,1213,4210,24,71,38,77,347,892,409,1040,1622,5250,174,443,7126,22686,Kimberley
50805,5684,10959,99,552,482,2172,280,1269,3381,13288,4242,17281,198,762,295,850,915,2691,1408,4303,5650,21584,33,136,165,584,128,475,1070,3048,1396,4243,65,191,130,274,576,1216,771,1681,2167,5924,157,318,13658,38785,Mid West
50806,3525,6902,75,442,338,1556,279,1346,3654,14356,4346,17700,119,473,165,497,646,2047,930,3017,5276,20717,11,54,43,174,80,374,551,1585,685,2187,16,54,53,97,290,659,359,810,1044,2997,148,342,9993,30958,Pilbara
50901,6635,12914,131,730,594,2671,232,1046,3539,13938,4496,18385,182,688,352,1040,915,2776,1449,4504,5945,22889,17,73,160,548,93,335,1051,2874,1321,3830,47,145,163,336,590,1241,800,1722,2121,5552,180,375,14881,41730,Albany
50902,6934,13419,105,573,475,2025,263,1184,3426,13425,4269,17207,149,583,263,738,901,2668,1313,3989,5582,21196,17,84,97,354,96,368,874,2494,1084,3300,29,93,100,190,505,1053,634,1336,1718,4636,130,268,14364,39519,Wheat Belt - North
50903,2570,4977,34,175,203,829,65,292,1430,5679,1732,6975,53,188,119,297,273,828,445,1313,2177,8288,5,31,31,126,23,94,337,921,396,1172,6,22,43,80,177,359,226,461,622,1633,50,112,5419,15010,Wheat Belt - South
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (WA)
40301,3958,7753,39,173,333,1487,70,283,1554,5863,1996,7806,214,871,397,1333,575,1766,1186,3970,3182,11776,6,26,55,172,24,75,380,900,465,1173,37,110,167,353,455,910,659,1373,1124,2546,144,287,8408,22362,Holdfast Bay
60101,1436,2860,24,148,185,866,86,394,1058,4148,1353,5556,82,345,122,376,306,948,510,1669,1863,7225,7,43,80,276,42,157,639,1769,768,2245,27,89,62,142,232,497,321,728,1089,2973,43,88,4431,13146,Brighton
60102,5555,10965,89,468,507,2298,155,707,3026,11667,3777,15140,263,1084,524,1678,1030,3171,1817,5933,5594,21073,25,98,186,609,67,240,1079,2852,1357,3799,87,253,242,526,801,1698,1130,2477,2487,6276,174,348,13810,38662,Hobart - North East
60103,5084,10095,88,493,526,2511,204,921,2739,10544,3557,14469,216,889,387,1245,1093,3407,1696,5541,5253,20010,45,218,216,775,115,401,1470,3863,1846,5257,100,310,274,599,925,1942,1299,2851,3145,8108,245,508,13727,38721,Hobart - North West
60104,3465,6791,47,285,404,1850,85,378,2238,8769,2774,11282,214,871,396,1298,548,1691,1158,3860,3932,15142,15,64,101,347,38,131,578,1542,732,2084,42,128,176,381,351,729,569,1238,1301,3322,98,206,8796,25461,Hobart - South and West
60105,5173,10115,50,267,520,2308,72,292,2619,9933,3261,12800,211,845,610,1976,602,1805,1423,4626,4684,17426,15,69,120,382,37,122,666,1585,838,2158,83,250,280,599,510,1025,873,1874,1711,4032,227,472,11795,32045,Hobart Inner
60106,1770,3479,19,101,169,790,71,341,925,3516,1184,4748,70,279,124,407,328,1035,522,1721,1706,6469,9,32,50,180,31,94,352,934,442,1240,15,39,44,99,187,381,246,519,688,1759,42,82,4206,11789,Sorell - Dodges Ferry
60201,8119,16043,127,712,890,4130,239,1082,4554,17782,5810,23706,398,1644,747,2440,1332,4132,2477,8216,8287,31922,52,212,305,1063,117,405,1784,4669,2258,6349,127,382,437,943,1068,2260,1632,3585,3890,9934,342,718,20638,58617,Launceston
60202,2996,5912,55,300,286,1323,81,348,1330,5211,1752,7182,89,363,185,585,468,1396,742,2344,2494,9526,6,33,57,211,30,83,346,933,439,1260,11,47,78,165,224,454,313,666,752,1926,69,139,6311,17503,Meander Valley - West Tamar
60203,4845,9525,72,391,396,1817,153,690,2121,8358,2742,11256,147,597,306,962,702,2137,1155,3696,3897,14952,18,75,105,387,40,137,700,1916,863,2515,35,110,136,266,419,865,590,1241,1453,3756,87,189,10282,28422,North East
60301,1411,2785,24,135,126,557,64,289,737,2943,951,3924,39,155,110,343,243,746,392,1244,1343,5168,6,24,32,128,15,54,185,504,238,710,4,9,24,44,131,290,159,343,397,1053,24,58,3175,9064,Central Highlands (Tas.)
60302,2385,4680,35,191,206,982,74,331,1123,4385,1438,5889,73,285,138,431,316,968,527,1684,1965,7573,7,25,61,202,16,63,352,943,436,1233,12,42,57,117,207,427,276,586,712,1819,52,106,5114,14178,Huon - Bruny Island
60303,1062,2068,8,42,38,162,21,88,331,1277,398,1569,11,40,26,71,80,248,117,359,515,1928,0,3,6,20,6,23,95,245,107,291,4,11,14,30,76,148,94,189,201,480,15,29,1793,4505,South East Coast
60401,5755,11330,107,587,505,2288,210,924,2687,10496,3509,14295,207,821,386,1204,937,2892,1530,4917,5039,19212,18,76,192,670,92,305,1109,2995,1411,4046,65,189,200,423,630,1304,895,1916,2306,5962,136,281,13236,36785,Burnie - Ulverstone
60402,5234,10278,83,450,488,2205,182,816,2464,9630,3217,13101,183,729,335,1056,874,2707,1392,4492,4609,17593,22,94,152,553,70,217,991,2706,1235,3570,58,170,163,345,597,1242,818,1757,2053,5327,125,260,12021,33458,Devonport
60403,2144,4221,39,209,238,1069,93,424,1173,4650,1543,6352,67,245,121,350,307,934,495,1529,2038,7881,9,33,43,132,20,79,321,867,393,1111,14,33,54,99,179,375,247,507,640,1618,39,80,4861,13800,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Tas.)
70101,2519,4866,24,125,138,607,47,215,1179,4324,1388,5271,47,187,144,436,253,739,444,1362,1832,6633,10,47,30,107,14,50,255,634,309,838,12,40,55,112,185,395,252,547,561,1385,111,249,5023,13133,Darwin City
70102,4271,8398,89,492,525,2450,225,1070,3302,12805,4141,16817,221,902,357,1117,970,3038,1548,5057,5689,21874,33,140,176,635,112,432,913,2542,1234,3749,66,208,192,397,681,1468,939,2073,2173,5822,224,478,12357,36572,Darwin Suburbs
70103,1715,3340,46,253,218,976,98,453,1200,4635,1562,6317,87,323,129,404,337,1018,553,1745,2115,8062,6,27,49,148,30,108,273,740,358,1023,16,53,37,77,164,346,217,476,575,1499,46,116,4451,13017,Litchfield
70204,612,1280,55,424,123,736,117,798,1092,4808,1387,6766,22,108,42,141,139,506,203,755,1590,7521,9,88,39,222,66,458,390,1460,504,2228,6,30,22,37,163,541,191,608,695,2836,35,97,2932,11734,East Arnhem
70205,1171,2352,36,229,127,663,153,994,1306,5627,1622,7513,21,90,50,149,150,509,221,748,1843,8261,13,75,46,201,82,430,444,1448,585,2154,9,38,31,58,130,317,170,413,755,2567,61,166,3830,13346,Katherine
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NT)
50601,6258,12363,167,978,601,2837,351,1605,4085,15945,5204,21365,355,1474,426,1404,1489,4646,2270,7524,7474,28889,46,224,184,667,155,541,1346,3709,1731,5141,117,368,224,493,992,2159,1333,3020,3064,8161,263,543,17059,49956,Armadale
50604,9551,18971,288,1706,1254,5988,555,2534,7396,28711,9493,38939,735,3092,852,2896,2525,7941,4112,13929,13605,52868,72,358,328,1198,205,763,1937,5297,2542,7616,211,697,354,834,1584,3426,2149,4957,4691,12573,586,1272,28433,85684,Gosnells
50605,6020,11809,140,764,590,2725,262,1172,3490,13566,4482,18227,424,1728,485,1625,1420,4411,2329,7764,6811,25991,27,131,163,552,107,342,776,2100,1073,3125,101,320,183,398,733,1592,1017,2310,2090,5435,181,388,15102,43623,Kalamunda
50606,1849,3613,83,478,223,1080,122,540,1363,5404,1791,7502,93,386,144,444,486,1518,723,2348,2514,9850,15,55,37,133,30,110,267,741,349,1039,21,63,35,72,156,334,212,469,561,1508,43,95,4967,15066,Serpentine - Jarrahdale
70104,2157,4180,51,276,296,1351,155,693,2363,9097,2865,11417,101,410,152,486,354,1103,607,1999,3472,13416,17,81,84,299,72,240,696,1914,869,2534,43,124,83,179,264,560,390,863,1259,3397,91,200,6979,21193,Palmerston
70202,364,765,8,72,29,142,61,388,329,1449,427,2051,3,21,6,13,53,175,62,209,489,2260,9,35,15,69,30,185,173,573,227,862,3,9,0,5,61,157,64,171,291,1033,41,102,1185,4160,Barkly
70203,852,1785,58,454,112,632,159,1129,1061,4847,1390,7062,25,93,32,120,152,548,209,761,1599,7823,14,97,36,159,91,512,412,1335,553,2103,12,45,25,58,149,437,186,540,739,2643,82,228,3272,12479,Daly - Tiwi - West Arnhem
70201,2648,5273,71,488,276,1320,222,1195,2358,9506,2927,12509,93,366,156,480,439,1426,688,2272,3615,14781,25,124,78,324,123,602,870,2606,1096,3656,25,67,56,125,386,977,467,1169,1563,4825,174,424,8000,25303,Alice Springs
80101,9445,18677,172,945,989,4621,239,1068,6283,24125,7683,30759,555,2285,894,2990,1895,5921,3344,11196,11027,41955,32,143,220,736,121,405,1456,3792,1829,5076,170,506,434,960,1168,2478,1772,3944,3601,9020,409,852,24482,70504,Belconnen
80102,54,97,0,6,9,51,4,27,41,138,54,222,3,12,5,16,7,21,15,49,69,271,0,0,0,4,0,0,12,31,12,35,0,0,0,0,3,8,3,8,15,43,0,4,138,415,Cotter - Namadgi
80103,113,221,3,8,8,35,4,12,42,146,57,201,0,4,3,15,21,69,24,88,81,289,0,0,6,4,0,6,17,41,23,51,0,3,6,13,14,25,20,41,43,92,5,11,242,613,Fyshwick - Pialligo - Hume
80104,4151,8234,80,428,662,2979,115,514,4718,18098,5575,22019,253,1041,553,1832,644,2045,1450,4918,7025,26937,15,68,144,486,43,140,720,1813,922,2507,68,221,185,414,388,857,641,1492,1563,3999,190,401,12929,39571,Gungahlin
80105,4755,9244,28,140,349,1560,43,188,2332,8664,2752,10552,166,649,420,1364,406,1250,992,3263,3744,13815,9,30,67,203,37,107,522,1273,635,1613,55,165,216,470,466,940,737,1575,1372,3188,221,462,10092,26709,North Canberra
80106,2747,5354,36,193,285,1256,32,148,1306,4991,1659,6588,109,421,355,1151,317,959,781,2531,2440,9119,10,41,68,232,14,53,257,625,349,951,30,91,126,274,267,554,423,919,772,1870,92,188,6051,16531,South Canberra
80107,7800,15460,241,1336,1247,5654,346,1528,5964,23204,7798,31722,831,3436,1196,4052,2232,7106,4259,14594,12057,46316,63,278,375,1250,160,555,1573,4154,2171,6237,236,730,481,1064,1318,2840,2035,4634,4206,10871,330,695,24393,73342,Tuggeranong
80108,2470,4891,30,183,258,1172,39,180,1666,6433,1993,7968,143,579,258,857,486,1470,887,2906,2880,10874,6,18,62,203,23,75,338,856,429,1152,45,156,115,264,315,654,475,1074,904,2226,78,166,6332,18157,Weston Creek
80109,3616,7118,51,275,431,1946,74,315,2126,8176,2682,10712,177,726,483,1653,529,1600,1189,3979,3871,14691,8,29,85,280,25,76,374,964,492,1349,58,178,177,386,398,832,633,1396,1125,2745,126,263,8738,24817,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (ACT)
90101,132,260,6,28,8,43,4,21,97,361,115,453,7,27,14,40,33,116,54,183,169,636,0,0,3,9,0,0,20,44,23,53,0,0,0,0,11,24,11,24,34,77,6,16,341,989,Christmas Island
90102,65,132,0,11,6,16,11,44,61,227,78,298,4,0,5,20,14,35,23,55,101,353,0,0,0,0,0,0,0,7,0,7,0,0,4,0,0,4,4,4,4,11,0,3,170,499,Cocos (Keeling) Islands
90103,10,20,0,0,0,11,4,14,15,63,19,88,0,3,0,0,6,23,6,26,25,114,0,0,3,16,3,10,14,54,20,80,3,4,3,7,9,28,15,39,35,119,0,3,70,256,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (OT)
