SA4_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,SA4_NAME11
316,313,225,538,754,569,1323,18,0,18,4,10,14,86,69,155,45756,41400,87156,3461,4095,7556,1804,42,1846,879,118,997,784,289,1073,825,287,1112,2117,2179,4296,56801,49283,106084,33,39,72,0,0,0,0,0,0,248,139,387,30,51,81,11,9,20,322,238,560,0,0,0,0,0,0,28,26,54,66,104,170,45,19,64,139,149,288,573,270,843,1034,657,1691,52,37,89,60,19,79,42,14,56,154,70,224,4083,5633,9716,6343,9151,15494,940,926,1866,69355,65720,135075,Sunshine Coast
317,20,11,31,183,165,348,0,5,5,0,0,0,91,110,201,23327,20155,43482,2405,2578,4983,834,26,860,512,39,551,427,68,495,227,97,324,1199,994,2193,29225,24248,53473,0,3,3,0,0,0,0,0,0,15,8,23,0,3,3,0,0,0,15,14,29,0,0,0,0,0,0,12,3,15,12,22,34,6,7,13,30,32,62,246,121,367,291,167,458,9,3,12,7,9,16,14,3,17,30,15,45,1013,1387,2400,2686,4205,6891,465,408,873,33710,30430,64140,Toowoomba
318,13,3,16,1038,621,1659,44,21,65,7,4,11,147,132,279,36519,32828,69347,3720,3660,7380,1442,47,1489,1323,156,1479,1423,399,1822,833,278,1111,2055,1689,3744,48564,39838,88402,0,0,0,0,0,0,3,0,3,3,4,7,3,0,3,0,3,3,9,7,16,7,9,16,0,0,0,50,33,83,40,60,100,47,24,71,144,126,270,603,316,919,756,449,1205,8,6,14,31,37,68,78,30,108,117,73,190,1452,2103,3555,4772,6351,11123,845,670,1515,56506,49484,105990,Townsville
319,28,17,45,663,307,970,21,9,30,3,3,6,88,60,148,32989,30350,63339,3413,3745,7158,1650,61,1711,970,108,1078,782,201,983,609,212,821,2128,1945,4073,43344,37018,80362,4,3,7,0,0,0,0,0,0,10,3,13,5,0,5,0,3,3,19,9,28,4,0,4,0,0,0,60,18,78,31,25,56,7,5,12,102,48,150,490,194,684,611,251,862,11,0,11,27,12,39,38,19,57,76,31,107,2935,3430,6365,4664,6039,10703,972,797,1769,52602,47566,100168,Wide Bay
397,3,0,3,0,0,0,3,0,3,0,0,0,3,3,6,33,20,53,3,3,6,3,0,3,3,0,3,0,0,0,46,4,50,15,4,19,112,34,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,78,7,5,12,157,82,239,Migratory - Offshore - Shipping (Qld)
399,47,21,68,110,101,211,9,5,14,0,0,0,4,4,8,942,456,1398,193,145,338,74,8,82,24,7,31,38,22,60,76,30,106,233,208,441,1750,1007,2757,8,6,14,0,0,0,0,0,0,3,10,13,5,3,8,3,3,6,19,22,41,0,3,3,0,0,0,0,3,3,4,0,4,0,3,3,4,9,13,18,8,26,41,39,80,5,0,5,4,0,4,3,0,3,12,0,12,55,46,101,296,274,570,48,24,72,2202,1390,3592,Special Purpose Codes SA4 (Qld)
401,172,129,301,4063,4988,9051,18,0,18,241,290,531,240,156,396,45107,36700,81807,2550,4381,6931,736,17,753,641,104,745,1844,694,2538,650,203,853,3352,3222,6574,59614,50884,110498,83,46,129,0,0,0,9,7,16,12,10,22,10,7,17,21,3,24,135,73,208,0,0,0,47,48,95,311,436,747,131,272,403,73,58,131,562,814,1376,567,361,928,1264,1248,2512,46,24,70,55,67,122,47,29,76,148,120,268,2985,3498,6483,5821,9749,15570,828,841,1669,70660,66340,137000,Adelaide - Central and Hills
402,830,1072,1902,3538,5079,8617,38,15,53,9,16,25,196,109,305,67598,50066,117664,4435,5269,9704,1507,60,1567,869,77,946,771,93,864,836,217,1053,1319,1120,2439,81946,63193,145139,282,359,641,0,0,0,13,17,30,199,337,536,40,74,114,36,3,39,570,790,1360,0,0,0,24,21,45,378,731,1109,152,341,493,49,31,80,603,1124,1727,583,258,841,1756,2172,3928,105,183,288,39,58,97,32,12,44,176,253,429,1639,2354,3993,7403,11881,19284,1273,1203,2476,94193,81056,175249,Adelaide - North
403,1680,1613,3293,2603,3047,5650,31,10,41,411,569,980,171,90,261,58234,48289,106523,3409,4553,7962,1094,37,1131,834,91,925,1246,270,1516,868,221,1089,1501,1516,3017,72082,60306,132388,361,227,588,0,0,0,21,23,44,400,481,881,66,98,164,42,10,52,890,839,1729,0,0,0,49,65,114,141,224,365,96,218,314,31,25,56,317,532,849,781,526,1307,1988,1897,3885,122,160,282,36,47,83,44,23,67,202,230,432,2386,3022,5408,7565,12715,20280,1034,1007,2041,85257,79177,164434,Adelaide - South
404,801,1023,1824,2328,3295,5623,11,11,22,212,314,526,236,102,338,35752,27505,63257,2230,3416,5646,594,16,610,552,91,643,1263,315,1578,491,155,646,1144,1110,2254,45614,37353,82967,115,125,240,0,0,0,11,26,37,64,94,158,23,23,46,16,14,30,229,282,511,0,0,0,34,39,73,99,118,217,56,157,213,31,34,65,220,348,568,486,454,940,935,1084,2019,72,72,144,41,37,78,25,16,41,138,125,263,1115,1494,2609,4112,6737,10849,738,690,1428,52652,47483,100135,Adelaide - West
405,17,22,39,139,51,190,6,0,6,0,3,3,14,11,25,15733,13261,28994,1076,942,2018,591,25,616,193,17,210,220,44,264,422,110,532,1490,1149,2639,19901,15635,35536,3,0,3,0,0,0,0,0,0,34,23,57,5,3,8,0,0,0,42,26,68,0,0,0,0,3,3,18,19,37,12,0,12,3,0,3,33,22,55,217,79,296,292,127,419,7,13,20,4,3,7,24,3,27,35,19,54,2192,1905,4097,2121,3087,5208,359,313,672,24900,21086,45986,Barossa - Yorke - Mid North
406,10,0,10,615,136,751,7,0,7,4,0,4,88,44,132,12432,10333,22765,1499,1154,2653,327,7,334,198,34,232,277,48,325,355,101,456,1440,1397,2837,17252,13254,30506,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,64,8,72,11,11,22,20,0,20,95,19,114,237,75,312,335,97,432,4,0,4,11,4,15,17,5,22,32,9,41,1102,998,2100,2097,2256,4353,349,264,613,21167,16878,38045,South Australia - Outback
407,17,10,27,201,82,283,12,8,20,8,7,15,48,40,88,27256,22652,49908,2122,2054,4176,825,28,853,306,43,349,348,61,409,563,165,728,2182,1610,3792,33888,26760,60648,0,0,0,0,0,0,0,0,0,12,13,25,0,0,0,3,0,3,15,13,28,0,0,0,0,0,0,22,40,62,5,15,20,3,4,7,30,59,89,386,144,530,431,216,647,0,6,6,6,3,9,33,3,36,39,12,51,3256,2877,6133,3562,5268,8830,676,607,1283,41852,35740,77592,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,Migratory - Offshore - Shipping (SA)
499,5,8,13,27,24,51,0,0,0,3,0,3,4,0,4,300,144,444,44,35,79,18,0,18,8,0,8,10,3,13,13,0,13,42,26,68,474,240,714,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,3,3,6,6,12,18,0,0,0,3,0,3,0,0,0,3,0,3,4,5,9,87,54,141,16,12,28,590,323,913,Special Purpose Codes SA4 (SA)
501,20,13,33,1404,287,1691,23,4,27,3,5,8,55,49,104,25510,21167,46677,2895,2114,5009,641,31,672,306,48,354,420,169,589,601,163,764,1242,1222,2464,33120,25272,58392,0,5,5,0,0,0,0,0,0,15,10,25,4,0,4,0,3,3,19,18,37,5,0,5,0,0,0,214,30,244,35,27,62,22,0,22,276,57,333,390,135,525,685,210,895,14,3,17,29,6,35,39,3,42,82,12,94,1807,2264,4071,4258,5028,9286,618,502,1120,40570,33288,73858,Bunbury
502,302,303,605,520,181,701,5,4,9,3,0,3,21,16,37,10632,9189,19821,1303,899,2202,376,10,386,154,15,169,115,46,161,465,106,571,367,373,740,14263,11142,25405,125,102,227,0,0,0,0,0,0,175,164,339,29,41,70,17,3,20,346,310,656,0,0,0,0,0,0,38,7,45,17,18,35,14,3,17,69,28,97,217,67,284,632,405,1037,97,74,171,19,6,25,8,3,11,124,83,207,461,787,1248,2386,2378,4764,318,223,541,18184,15018,33202,Mandurah
503,1833,1466,3299,3582,3265,6847,14,7,21,10,11,21,170,99,269,23211,18189,41400,1458,2151,3609,208,9,217,510,96,606,1910,578,2488,547,200,747,3398,2977,6375,36851,29048,65899,542,486,1028,0,0,0,0,3,3,130,130,260,63,58,121,77,38,115,812,715,1527,6,0,6,0,0,0,99,95,194,58,111,169,60,36,96,223,242,465,287,160,447,1322,1117,2439,126,115,241,35,15,50,31,9,40,192,139,331,1785,2110,3895,3345,5050,8395,415,352,767,43910,37816,81726,Perth - Inner
504,1334,1499,2833,1685,1501,3186,19,6,25,14,7,21,156,64,220,38983,30723,69706,3043,3259,6302,1126,40,1166,537,73,610,801,177,978,919,231,1150,936,953,1889,49553,38533,88086,495,523,1018,3,0,3,0,0,0,690,685,1375,92,151,243,56,27,83,1336,1386,2722,4,0,4,0,0,0,122,151,273,59,118,177,48,16,64,233,285,518,458,192,650,2027,1863,3890,193,219,412,32,13,45,24,7,31,249,239,488,1453,2212,3665,5036,6828,11864,892,729,1621,59210,50404,109614,Perth - North East
505,3794,3657,7451,3103,2778,5881,22,16,38,17,12,29,360,124,484,85744,69129,154873,6343,7039,13382,2258,59,2317,1257,142,1399,1500,287,1787,2234,462,2696,1817,1739,3556,108449,85444,193893,2562,2172,4734,3,0,3,3,0,3,1829,1821,3650,372,496,868,176,43,219,4945,4532,9477,3,0,3,0,0,0,155,256,411,94,213,307,68,27,95,320,496,816,1009,424,1433,6274,5452,11726,756,784,1540,57,28,85,69,19,88,882,831,1713,3107,5195,8302,10888,15789,26677,1710,1450,3160,131310,114161,245471,Perth - North West
506,2549,2622,5171,4589,4296,8885,60,26,86,15,11,26,312,127,439,76284,58288,134572,5639,6164,11803,2069,66,2135,1048,130,1178,1804,400,2204,1872,455,2327,1984,1885,3869,98225,74470,172695,2005,1782,3787,6,3,9,3,0,3,1042,1097,2139,166,318,484,117,29,146,3339,3229,6568,18,10,28,3,3,6,227,267,494,131,274,405,104,40,144,483,594,1077,853,352,1205,4675,4175,8850,554,661,1215,60,38,98,47,15,62,661,714,1375,2672,3971,6643,9664,12839,22503,1660,1218,2878,117557,97387,214944,Perth - South East
507,2278,2464,4742,2935,2172,5107,43,3,46,15,19,34,168,82,250,58810,47983,106793,4712,4359,9071,1282,32,1314,888,90,978,1324,368,1692,1797,364,2161,1805,1671,3476,76057,59607,135664,1695,1453,3148,3,0,3,0,0,0,1102,1164,2266,195,304,499,173,46,219,3168,2967,6135,8,0,8,3,3,6,94,126,220,86,182,268,56,28,84,247,339,586,773,307,1080,4188,3613,7801,515,604,1119,54,32,86,45,9,54,614,645,1259,2121,3597,5718,8586,11316,19902,1275,1052,2327,92841,79830,172671,Perth - South West
508,33,13,46,6322,1089,7411,55,3,58,14,4,18,193,141,334,31347,23439,54786,5370,3333,8703,1198,55,1253,703,212,915,935,490,1425,2181,567,2748,4725,4463,9188,53076,33809,86885,8,6,14,0,0,0,0,0,0,3,8,11,6,0,6,3,0,3,20,14,34,12,0,12,0,0,0,130,36,166,54,24,78,141,32,173,337,92,429,710,265,975,1067,371,1438,23,0,23,160,38,198,77,31,108,260,69,329,1663,2122,3785,5318,4740,10058,1043,652,1695,62427,41763,104190,Western Australia - Outback
509,25,18,43,688,139,827,20,0,20,0,4,4,37,36,73,18213,15167,33380,1642,1526,3168,945,43,988,243,41,284,302,84,386,930,248,1178,2256,1781,4037,25301,19087,44388,5,6,11,0,0,0,0,0,0,37,29,66,0,13,13,0,0,0,42,48,90,0,0,0,0,0,0,24,14,38,12,13,25,21,8,29,57,35,92,315,107,422,414,190,604,13,4,17,19,4,23,47,18,65,79,26,105,3432,3046,6478,3031,3729,6760,537,402,939,32794,26480,59274,Western Australia - Wheat Belt
597,0,0,0,3,0,3,8,0,8,0,0,0,4,0,4,18,0,18,0,0,0,0,0,0,0,0,0,4,0,4,186,5,191,52,10,62,275,15,290,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,10,0,10,0,0,0,3,0,3,0,0,0,3,0,3,3,3,6,11,4,15,8,0,8,310,22,332,Migratory - Offshore - Shipping (WA)
599,27,19,46,170,54,224,4,0,4,0,3,3,0,4,4,609,313,922,147,88,235,31,4,35,10,4,14,22,23,45,111,25,136,176,163,339,1307,700,2007,19,16,35,0,0,0,0,0,0,3,11,14,0,4,4,6,3,9,28,34,62,0,0,0,0,0,0,0,3,3,3,4,7,8,0,8,11,7,18,19,6,25,58,47,105,3,3,6,5,0,5,6,3,9,14,6,20,22,33,55,193,174,367,29,14,43,1623,974,2597,Special Purpose Codes SA4 (WA)
601,17,14,31,1897,2416,4313,21,8,29,13,9,22,174,129,303,31972,26605,58577,2869,4439,7308,728,20,748,398,86,484,694,185,879,377,137,514,2599,2665,5264,41759,36713,78472,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,9,0,9,0,0,0,0,0,0,93,221,314,101,197,298,56,46,102,250,464,714,345,281,626,604,745,1349,12,3,15,35,39,74,22,19,41,69,61,130,1532,1873,3405,4590,7622,12212,637,667,1304,49191,47681,96872,Hobart
602,5,5,10,299,382,681,9,4,13,3,0,3,105,74,179,21389,17824,39213,1731,1968,3699,544,17,561,283,47,330,244,52,296,289,92,381,1463,1369,2832,26364,21834,48198,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,18,36,54,21,36,57,12,7,19,51,79,130,251,112,363,302,194,496,6,0,6,7,18,25,6,11,17,19,29,48,1384,1544,2928,2806,4462,7268,432,390,822,31307,28453,59760,Launceston and North East
603,5,5,10,89,75,164,0,0,0,0,0,0,8,0,8,4854,3907,8761,447,458,905,245,11,256,49,9,58,25,8,33,102,36,138,369,253,622,6193,4762,10955,4,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,7,4,0,4,0,0,0,11,23,34,13,11,24,0,0,0,28,34,62,68,38,106,100,75,175,0,0,0,0,6,6,10,0,10,10,6,16,633,578,1211,766,1093,1859,149,106,255,7851,6620,14471,South East
604,8,9,17,218,118,336,22,4,26,0,4,4,25,40,65,16628,13808,30436,1434,1405,2839,467,5,472,227,46,273,146,17,163,284,78,362,1087,983,2070,20546,16517,37063,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,21,7,28,12,13,25,5,6,11,38,26,64,189,70,259,232,96,328,0,0,0,7,0,7,9,8,17,16,8,24,1020,1137,2157,2255,3221,5476,406,360,766,24475,21339,45814,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,7,4,0,4,0,0,0,0,0,0,0,0,0,17,3,20,23,5,28,50,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,9,0,3,3,60,18,78,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,8,4,12,0,0,0,0,0,0,0,3,3,94,53,147,21,20,41,3,0,3,0,0,0,0,0,0,5,4,9,28,7,35,159,91,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,18,40,0,3,3,184,116,300,Special Purpose Codes SA4 (Tas.)
701,9,8,17,963,1094,2057,19,8,27,8,4,12,117,97,214,21501,18262,39763,1920,2689,4609,432,12,444,845,166,1011,1113,550,1663,592,167,759,1739,1349,3088,29258,24406,53664,0,6,6,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,3,12,15,0,0,0,0,0,0,37,54,91,59,92,151,36,38,74,132,184,316,334,199,533,469,395,864,5,0,5,25,21,46,29,14,43,59,35,94,681,999,1680,2834,2983,5817,520,406,926,33821,29224,63045,Darwin
702,7,0,7,885,248,1133,5,7,12,3,3,6,68,37,105,8403,7086,15489,1510,1585,3095,252,23,275,303,100,403,678,386,1064,332,127,459,3658,3969,7627,16104,13571,29675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,6,0,0,0,29,10,39,12,5,17,19,4,23,63,22,85,224,161,385,290,183,473,3,0,3,24,19,43,35,27,62,62,46,108,490,571,1061,1196,1345,2541,495,418,913,18637,16134,34771,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,45,3,48,11,3,14,63,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,71,9,80,Migratory - Offshore - Shipping (NT)
799,0,0,0,22,11,33,0,0,0,0,0,0,0,3,3,119,60,179,26,19,45,5,3,8,5,0,5,8,8,16,14,8,22,52,79,131,251,191,442,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,62,51,113,9,4,13,331,252,583,Special Purpose Codes SA4 (NT)
801,67,43,110,5404,5621,11025,16,6,22,14,8,22,282,181,463,65424,56547,121971,4862,8742,13604,1257,26,1283,1591,208,1799,3377,1290,4667,610,243,853,4425,3710,8135,87329,76625,163954,8,9,17,0,0,0,3,0,3,4,3,7,0,7,7,8,0,8,23,19,42,0,3,3,0,0,0,335,380,715,257,476,733,118,90,208,710,949,1659,811,528,1339,1544,1496,3040,21,17,38,85,75,160,80,40,120,186,132,318,2346,2970,5316,8028,13006,21034,1015,942,1957,100448,95171,195619,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,14,15,29,0,0,0,0,0,0,0,0,0,75,62,137,11,9,20,3,0,3,0,0,0,3,3,6,3,3,6,17,12,29,126,104,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,17,25,0,3,3,141,131,272,Special Purpose Codes SA4 (ACT)
901,3,0,3,30,32,62,23,15,38,0,0,0,0,0,0,381,202,583,35,49,84,10,0,10,27,14,41,19,4,23,22,13,35,63,57,120,613,386,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,12,3,15,23,13,36,3,0,3,0,0,0,0,0,0,3,0,3,9,15,24,29,29,58,23,13,36,700,456,1156,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Migratory - Offshore - Shipping (OT)
999,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,4,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,15,21,Special Purpose Codes SA4 (OT)
