SA4_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,SA4_NAME11
101,32,208,599,69,325,563,1796,63,574,132,79,59,8,915,585,613,664,178,170,23,2233,1675,398,1037,83,179,32,3404,1287,157,667,22,113,10,2256,2079,141,745,25,188,12,3190,1912,97,607,9,166,12,2803,1091,41,400,7,64,4,1607,351,0,151,0,21,0,523,142,0,53,0,8,0,203,122,3,68,3,18,8,222,144,128,250,38,131,27,718,9483,2360,5373,513,1442,699,19870,Capital Region
102,31,349,377,78,65,379,1279,15,1219,44,75,30,13,1396,259,819,376,168,267,23,1912,1206,517,730,144,230,38,2865,1244,163,788,54,119,19,2387,4019,225,1249,53,99,27,5672,6872,182,1494,23,120,41,8732,3992,25,752,3,47,13,4832,895,4,158,0,10,5,1072,248,0,61,0,4,0,313,192,14,60,7,14,3,290,273,228,230,54,71,67,923,19246,3745,6319,659,1076,628,31673,Central Coast
103,70,324,713,111,406,601,2225,87,739,172,88,49,13,1148,1057,827,843,159,204,48,3138,2319,638,1040,57,153,35,4242,1237,200,568,23,71,7,2106,2068,96,481,16,60,11,2732,1732,23,332,7,37,4,2135,896,3,153,3,16,4,1075,165,5,27,3,9,0,209,24,5,14,0,0,0,43,58,5,53,0,7,5,128,167,193,232,39,158,22,811,9880,3058,4628,506,1170,750,19992,Central West
104,27,170,283,40,90,267,877,10,514,59,26,33,10,652,175,349,404,155,152,28,1263,869,248,699,87,109,14,2026,837,84,488,30,65,14,1518,1646,118,659,33,83,18,2557,2270,40,661,15,64,12,3062,1259,9,271,3,31,5,1578,226,3,36,3,5,0,273,37,3,9,0,0,0,49,48,11,24,0,12,0,95,103,135,106,33,47,28,452,7507,1684,3699,425,691,396,14402,Coffs Harbour - Grafton
105,30,246,518,145,757,550,2246,52,411,139,129,97,12,840,765,745,828,297,306,43,2984,1371,289,664,100,200,24,2648,625,61,293,6,59,4,1048,791,29,262,10,38,5,1135,477,16,111,3,19,0,626,196,4,36,8,6,4,254,14,0,10,0,5,0,29,6,0,7,0,0,0,13,28,6,35,0,9,4,82,71,106,175,34,163,27,576,4426,1913,3078,732,1659,673,12481,Far West and Orana
106,35,317,447,32,300,455,1586,34,861,54,91,50,15,1105,423,886,444,109,175,26,2063,1375,593,660,73,328,15,3044,1170,252,574,25,382,16,2419,2781,298,772,32,217,11,4111,3972,83,703,21,112,11,4902,2625,10,356,3,29,8,3031,416,3,63,0,8,0,490,60,4,17,4,3,0,88,95,8,50,0,11,3,167,236,210,203,50,164,48,911,13222,3525,4343,440,1779,608,23917,Hunter Valley exc Newcastle
107,43,768,342,59,57,282,1551,36,2174,54,67,21,13,2365,347,1575,323,101,132,13,2491,1271,1084,695,91,96,31,3268,1069,405,588,37,74,10,2183,2336,639,874,40,97,26,4012,4128,346,1199,27,98,30,5828,3306,40,769,14,38,10,4177,1064,9,213,0,18,8,1312,316,11,65,3,3,0,398,178,37,87,5,13,6,326,197,445,202,63,54,44,1005,14291,7533,5411,507,701,473,28916,Illawarra
108,34,217,461,64,129,438,1343,43,701,90,76,58,14,982,598,584,595,272,225,24,2298,2218,466,993,175,220,34,4106,1433,162,749,35,96,14,2489,2817,107,788,44,74,19,3849,2731,34,629,26,34,8,3462,1255,7,244,0,23,0,1529,178,5,30,5,11,0,229,35,3,13,0,0,0,51,66,4,51,0,12,0,133,142,153,207,50,85,39,676,11550,2443,4850,747,967,590,21147,Mid North Coast
109,24,139,352,87,317,324,1243,99,287,117,73,49,8,633,1202,368,660,98,132,24,2484,1574,167,712,84,120,23,2680,702,72,328,9,45,11,1167,1178,43,302,6,43,7,1579,794,9,181,0,21,9,1014,284,3,62,4,9,3,365,45,0,21,0,3,0,69,13,0,11,0,4,0,28,31,4,33,0,5,0,73,115,70,120,31,102,27,465,6061,1162,2899,392,850,436,11800,Murray
110,32,255,644,108,730,764,2533,83,476,174,70,60,14,877,1177,724,950,287,279,42,3459,2113,604,1056,131,243,32,4179,1189,203,552,38,98,10,2090,1889,90,529,24,93,8,2633,1495,16,357,11,41,8,1928,621,3,135,3,26,3,791,74,3,18,3,3,0,101,10,3,0,0,4,0,17,42,8,61,3,3,4,121,138,126,209,46,254,47,820,8863,2511,4685,724,1834,932,19549,New England and North West
111,49,801,496,80,79,362,1867,25,2248,66,95,42,22,2498,387,1522,556,265,159,22,2911,1411,967,956,138,168,24,3664,1003,368,849,49,88,10,2367,3142,547,1371,37,192,27,5316,6315,212,1970,37,170,40,8744,4284,30,972,10,60,22,5378,1237,11,283,0,18,4,1553,344,5,95,3,14,3,464,303,37,128,5,14,3,490,268,404,292,167,80,65,1276,18768,7152,8034,886,1084,604,36528,Newcastle and Lake Macquarie
112,31,225,485,92,111,525,1469,19,790,95,69,39,6,1018,316,596,609,212,265,15,2013,962,398,1010,111,278,30,2789,805,93,881,30,130,14,1953,2032,134,1113,36,126,22,3463,3638,73,1614,24,157,33,5539,3257,44,1158,22,89,20,4590,870,3,311,6,14,12,1216,253,0,111,3,3,8,378,182,17,109,3,22,6,339,176,157,274,73,86,42,808,12541,2530,7770,681,1320,733,25575,Richmond - Tweed
113,49,267,558,101,398,458,1831,73,543,139,43,49,17,864,780,630,709,88,170,36,2413,1749,493,878,54,242,26,3442,912,113,492,12,222,10,1761,1489,51,438,12,98,9,2097,1308,17,320,4,55,4,1708,600,3,124,0,20,3,750,110,0,17,0,7,0,134,9,8,9,0,3,0,29,48,9,29,0,5,6,97,108,128,187,17,141,40,621,7235,2262,3900,331,1410,609,15747,Riverina
114,31,135,266,43,90,249,814,13,266,42,36,35,3,395,241,441,293,136,89,15,1215,757,374,523,95,139,18,1906,751,144,411,34,164,6,1510,1689,146,527,46,103,12,2523,1709,61,401,19,61,7,2258,871,7,151,7,18,3,1057,174,7,45,0,3,3,232,71,3,16,0,3,0,93,84,4,23,3,13,0,127,81,78,114,27,71,18,389,6472,1666,2812,446,789,334,12519,Southern Highlands and Shoalhaven
115,13,17,317,27,82,209,665,4,31,6,37,7,0,85,15,25,103,62,27,4,236,56,26,123,31,74,0,310,57,13,131,4,83,4,292,130,6,188,10,58,4,396,393,8,269,5,52,4,731,1426,15,391,8,41,4,1885,1805,4,250,0,14,9,2082,1017,5,151,5,3,0,1181,923,3,128,8,9,6,1077,116,10,143,56,56,19,400,5955,163,2200,253,506,263,9340,Sydney - Baulkham Hills and Hawkesbury
116,34,784,265,65,39,173,1360,9,1766,12,39,7,4,1837,39,1858,142,72,41,19,2171,195,1584,261,86,74,15,2215,326,786,307,45,90,12,1566,1372,575,572,52,97,18,2686,4873,261,1262,41,138,42,6617,5250,50,869,18,129,24,6340,1314,13,260,3,10,4,1604,553,12,69,9,9,6,658,197,33,64,9,7,0,310,220,468,221,48,54,61,1072,14382,8190,4304,487,695,378,28436,Sydney - Blacktown
117,116,1306,508,89,60,292,2371,19,3255,33,78,16,29,3430,154,1430,198,210,25,10,2027,404,805,351,151,48,15,1774,559,220,348,70,54,6,1257,1721,305,545,110,63,14,2758,4389,275,1052,165,84,17,5982,7663,195,1502,69,112,37,9578,7907,81,1374,30,69,42,9503,6654,47,1063,17,63,35,7879,8166,84,1608,25,92,45,10020,634,581,400,78,96,108,1897,38386,8584,8982,1092,782,650,58476,Sydney - City and Inner South
118,73,507,512,56,39,406,1593,19,1324,15,53,14,6,1431,104,627,112,131,31,9,1014,185,392,160,66,36,0,839,217,89,202,18,90,7,623,656,120,323,23,97,11,1230,2026,111,683,22,78,17,2937,6197,85,1385,19,63,30,7779,7089,55,1424,10,46,27,8651,4454,18,970,8,31,11,5492,6820,23,1871,15,66,37,8832,497,269,365,63,54,96,1344,28337,3620,8022,484,645,657,41765,Sydney - Eastern Suburbs
119,120,1141,782,118,86,497,2744,17,2782,51,111,22,18,3001,129,1896,286,253,64,25,2653,382,1310,450,232,96,27,2497,584,382,480,82,88,19,1635,2338,454,779,101,131,20,3823,8573,476,1676,77,251,73,11126,11930,303,2096,42,315,65,14751,5438,45,994,15,120,27,6639,1638,23,305,7,22,5,2000,888,40,197,3,39,6,1173,609,659,549,105,104,119,2145,32646,9511,8645,1146,1338,901,54187,Sydney - Inner South West
120,74,355,402,80,53,278,1242,17,950,31,72,31,8,1109,87,470,161,183,37,8,946,274,304,263,124,52,10,1027,336,90,256,38,88,3,811,984,90,381,54,65,6,1580,3385,105,754,51,77,19,4391,7416,70,1125,30,95,34,8770,5722,28,879,13,62,21,6725,3510,8,563,14,38,8,4141,3355,24,653,8,35,26,4101,390,190,285,49,76,58,1048,25550,2684,5753,716,709,479,35891,Sydney - Inner West
121,71,220,609,76,85,408,1469,18,618,25,111,12,5,789,53,308,135,146,27,12,681,109,153,235,104,33,6,640,125,51,243,16,52,6,493,435,66,364,38,43,9,955,2080,68,745,20,52,9,2974,7775,38,1562,33,66,33,9507,7765,19,1342,19,54,25,9224,4351,4,775,8,38,16,5192,7179,22,1436,14,62,18,8731,514,99,352,74,79,50,1168,30475,1666,7823,659,603,597,41823,Sydney - North Sydney and Hornsby
122,31,130,334,113,39,301,948,4,410,14,54,9,4,495,32,194,91,161,38,19,535,64,116,107,67,34,7,395,76,42,167,49,38,7,379,238,47,249,14,43,9,600,1054,49,560,9,55,11,1738,3570,27,1074,13,67,21,4772,3206,20,863,5,45,14,4153,2033,17,584,0,26,8,2668,3875,8,1019,9,34,14,4959,265,105,216,53,42,41,722,14448,1165,5278,547,470,456,22364,Sydney - Northern Beaches
123,19,453,203,70,52,172,969,7,1134,20,32,12,9,1214,36,1339,125,65,37,6,1608,221,1028,234,81,43,13,1620,389,391,292,30,31,6,1139,1371,607,526,53,49,12,2618,3496,336,789,26,66,14,4727,2773,60,541,6,41,16,3437,840,8,125,3,9,4,989,152,6,40,0,4,0,202,81,22,30,0,11,5,149,167,339,153,35,51,31,776,9552,5723,3078,401,406,288,19448,Sydney - Outer South West
124,38,324,322,40,58,295,1077,3,788,37,44,4,5,881,99,773,235,176,36,14,1333,521,618,455,116,99,17,1826,867,259,545,62,195,8,1936,2229,368,867,62,107,15,3648,5901,248,1331,46,89,36,7651,3954,50,640,13,63,20,4740,741,4,110,4,13,4,876,172,4,31,0,6,0,213,125,10,42,3,7,5,192,237,242,215,54,67,43,858,14887,3688,4830,620,744,462,25231,Sydney - Outer West and Blue Mountains
125,83,1093,494,91,84,324,2169,23,2535,31,145,39,19,2792,90,1854,241,321,61,19,2586,374,1179,389,235,87,22,2286,480,333,373,81,140,13,1420,1672,430,675,105,144,25,3051,7127,496,1483,72,270,52,9500,11934,243,1829,44,251,78,14379,4020,21,643,11,74,25,4794,1014,17,154,0,20,0,1205,483,44,102,4,17,9,659,485,566,436,98,76,116,1777,27785,8811,6850,1207,1263,702,46618,Sydney - Parramatta
126,36,263,258,41,32,167,797,7,667,14,35,4,6,733,46,368,90,132,8,3,647,67,239,137,84,40,0,567,101,53,103,29,72,4,362,438,65,201,47,48,0,799,2064,59,411,29,37,7,2607,4216,58,624,13,47,12,4970,2354,31,413,12,29,3,2842,1153,7,205,8,8,13,1394,921,7,231,14,12,5,1190,193,106,174,54,43,48,618,11596,1923,2861,498,380,268,17526,Sydney - Ryde
127,71,833,443,58,58,305,1768,9,1804,9,45,13,21,1901,113,1740,190,183,80,20,2326,353,1181,365,127,200,13,2239,651,423,398,65,315,19,1871,2391,441,658,94,256,26,3866,4489,607,1068,76,256,47,6543,5888,177,1143,10,254,50,7522,1777,24,253,3,60,18,2135,318,16,40,3,15,0,392,169,25,54,3,17,7,275,287,519,294,48,115,81,1344,16516,7790,4915,715,1639,607,32182,Sydney - South West
128,18,208,211,29,20,154,640,0,583,11,43,8,3,648,17,304,76,119,14,3,533,69,225,127,62,75,4,562,129,79,142,33,115,3,501,455,80,226,23,61,0,845,1737,101,515,11,53,13,2430,3827,58,662,17,53,13,4630,1991,10,318,3,22,9,2353,963,6,152,3,3,5,1132,737,11,151,3,13,3,918,129,113,118,38,39,20,457,10072,1778,2709,384,476,230,15649,Sydney - Sutherland
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NSW)
201,29,182,301,62,107,242,923,42,586,98,38,21,5,790,682,522,622,106,105,12,2049,1552,401,767,84,94,23,2921,1122,71,489,23,48,0,1753,2155,28,466,9,38,16,2712,1226,9,214,8,18,8,1483,363,6,71,0,3,4,447,39,3,22,0,3,0,67,15,0,9,0,3,0,27,29,11,26,0,6,0,72,122,120,161,25,45,34,507,7376,1939,3246,355,491,344,13751,Ballarat
202,16,197,333,27,98,257,928,19,560,90,58,30,3,760,397,465,524,56,109,9,1560,1215,413,803,120,103,9,2663,904,42,542,44,27,9,1568,1931,38,551,15,42,11,2588,1330,10,333,3,36,5,1717,403,7,86,3,9,3,511,65,3,22,0,3,0,93,13,4,3,3,0,0,23,32,10,38,0,5,4,89,98,133,137,23,39,29,459,6423,1882,3462,352,501,339,12959,Bendigo
203,40,283,469,70,141,352,1355,33,813,48,63,32,7,996,526,727,593,220,128,23,2217,1530,463,952,183,167,26,3321,1285,202,841,62,71,14,2475,3254,156,1015,26,101,32,4584,3558,28,889,31,91,31,4628,1859,10,389,7,30,10,2305,443,3,80,3,12,0,541,82,0,20,0,0,0,102,97,10,67,0,13,4,191,227,164,253,43,89,37,813,12934,2859,5616,708,875,536,23528,Geelong
204,21,251,454,26,166,422,1340,29,702,104,50,36,12,933,624,592,724,58,135,23,2156,1872,541,942,41,175,26,3597,1127,102,511,8,273,9,2030,1717,56,464,6,153,12,2408,1049,25,231,3,60,12,1380,291,3,66,0,17,3,380,45,0,18,3,7,0,73,13,3,10,0,7,0,33,31,8,44,3,15,0,101,132,167,210,31,134,33,707,6951,2450,3778,229,1178,552,15138,Hume
205,50,331,731,104,277,645,2138,142,999,199,72,68,11,1491,1324,868,1113,147,241,35,3728,2995,597,1336,164,255,39,5386,1641,131,739,20,127,14,2672,2536,68,648,15,87,8,3362,1714,27,307,8,39,7,2102,581,6,72,4,7,3,673,131,3,25,0,8,3,170,32,4,8,0,4,0,48,73,18,62,4,14,4,175,199,189,295,35,158,61,937,11418,3241,5535,573,1285,830,22882,Latrobe - Gippsland
206,188,1208,1212,124,127,802,3661,56,3928,92,145,33,25,4279,373,2407,635,338,70,54,3877,1566,1599,1090,233,66,42,4596,2289,498,843,64,50,30,3774,6822,733,1702,112,131,35,9535,13843,439,3048,199,212,62,17803,20672,149,3422,114,157,69,24583,12679,48,2176,50,79,39,15071,5895,13,1046,14,46,22,7036,5970,62,1147,8,64,25,7276,1248,764,760,106,122,164,3164,71601,11848,17173,1507,1157,1369,104655,Melbourne - Inner
207,52,158,716,82,68,447,1523,13,429,54,79,17,7,599,112,283,396,172,56,16,1035,307,139,472,93,52,8,1071,421,38,337,27,15,6,844,1522,75,602,33,51,7,2290,5090,85,1229,38,74,26,6542,7102,22,1170,20,49,24,8387,2947,4,553,7,35,19,3565,1211,0,221,8,14,4,1458,1666,9,335,7,23,13,2053,400,88,386,59,58,70,1061,20843,1330,6471,625,512,647,30428,Melbourne - Inner East
208,66,222,712,80,52,489,1621,22,804,86,99,18,7,1036,154,504,455,223,63,29,1428,681,234,615,59,97,21,1707,1182,71,486,11,68,9,1827,3482,102,839,28,63,19,4533,6513,104,1375,15,81,25,8113,7342,19,1283,6,57,16,8723,3232,7,611,3,26,9,3888,1427,4,272,3,9,5,1720,2136,10,492,6,34,9,2687,492,162,394,50,57,67,1222,26729,2243,7620,583,625,705,38505,Melbourne - Inner South
209,68,378,626,48,48,421,1589,15,1107,62,72,25,14,1295,152,887,387,118,70,23,1637,511,518,641,92,94,12,1868,747,225,529,31,147,10,1689,2964,382,1008,69,183,24,4630,8691,287,1596,24,200,39,10837,5564,43,744,8,78,29,6466,981,15,200,3,25,4,1228,220,11,82,3,8,0,324,387,19,103,5,14,9,537,460,313,400,53,106,75,1407,20760,4185,6378,526,998,660,33507,Melbourne - North East
210,56,221,424,19,56,412,1188,9,511,30,23,8,9,590,71,532,252,51,46,14,966,387,362,489,41,95,14,1388,527,174,481,17,88,4,1291,2037,310,913,33,117,24,3434,6010,87,1437,14,238,43,7829,2968,25,462,5,52,14,3526,345,11,95,5,14,5,475,73,0,14,0,4,0,91,176,8,62,0,8,3,257,260,180,251,26,61,61,839,12919,2421,4910,234,787,603,21874,Melbourne - North West
211,53,253,583,94,92,456,1531,15,849,88,100,20,9,1081,120,577,488,145,50,17,1397,562,328,830,100,103,15,1938,717,127,709,52,49,7,1661,2810,246,1159,46,79,30,4370,7446,151,1607,22,101,46,9373,5165,22,803,4,46,16,6056,823,4,168,4,9,0,1008,171,6,51,3,0,3,234,232,22,80,3,4,6,347,381,185,366,66,86,63,1147,18495,2770,6932,639,639,668,30143,Melbourne - Outer East
212,126,406,919,66,94,577,2188,53,1307,110,42,28,9,1549,259,1065,759,133,170,22,2408,1189,637,1133,90,296,40,3385,1625,276,980,37,150,18,3086,5866,477,1814,52,251,49,8509,13429,232,2512,25,351,83,16632,7680,32,1145,17,107,48,9029,1740,16,373,0,28,15,2172,457,13,110,4,11,4,599,581,20,215,3,37,4,860,754,346,668,59,157,131,2115,33759,4827,10738,528,1680,1000,52532,Melbourne - South East
213,122,453,817,52,72,533,2049,30,1215,104,44,42,11,1446,304,1129,628,137,136,29,2363,1843,692,1361,196,306,37,4435,2196,289,1280,120,268,38,4191,7877,463,2221,105,375,64,11105,13874,151,2449,23,384,81,16962,5545,26,906,11,89,14,6591,1160,11,247,3,18,11,1450,336,4,76,0,5,4,425,514,28,142,4,30,9,727,675,374,639,67,156,122,2033,34476,4835,10870,762,1881,953,53777,Melbourne - West
214,41,220,415,19,62,361,1118,19,726,71,52,42,7,917,165,498,417,66,106,12,1264,987,302,714,33,166,15,2217,1177,152,661,46,194,17,2247,3759,213,985,23,152,36,5168,5504,45,995,5,87,26,6662,2251,12,392,6,18,14,2693,493,3,94,0,10,3,603,146,4,30,0,0,0,180,219,12,63,0,8,5,307,324,147,249,30,45,45,840,15085,2334,5086,280,890,541,24216,Mornington Peninsula
215,33,356,695,91,336,533,2044,120,558,187,61,85,9,1020,1201,625,906,93,273,41,3139,2344,305,896,68,173,28,3814,932,43,369,12,68,0,1424,1102,24,239,10,50,10,1435,459,8,124,9,19,3,622,134,3,36,0,4,0,177,17,0,7,0,4,0,28,0,4,6,4,5,0,19,30,15,36,3,11,3,98,116,155,186,34,109,57,657,6488,2096,3687,385,1137,684,14477,North West
216,31,204,348,42,172,303,1100,44,532,91,52,64,20,803,567,540,578,80,189,26,1980,1700,393,727,76,163,22,3081,985,75,402,19,55,8,1544,1325,33,318,14,47,15,1752,716,19,161,8,24,5,933,177,8,55,0,8,3,251,21,4,16,0,0,3,44,7,0,0,0,6,0,13,26,8,28,0,3,3,68,108,120,133,22,107,36,526,5707,1936,2857,313,838,444,12095,Shepparton
217,27,176,479,24,298,436,1440,48,458,138,43,24,8,719,419,404,650,72,128,8,1681,1117,310,812,57,116,11,2423,687,77,441,8,49,7,1269,1060,26,359,4,23,3,1475,737,9,227,6,26,8,1013,334,5,78,3,6,5,431,50,3,20,0,3,0,76,13,0,6,3,4,0,26,27,11,40,0,4,0,82,59,91,164,17,123,28,482,4578,1570,3414,237,804,514,11117,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,34,525,208,23,43,167,1000,6,569,21,48,13,6,663,30,588,181,58,32,10,899,254,331,322,148,50,8,1113,270,93,305,70,65,11,814,502,108,411,30,39,10,1100,2126,51,984,28,78,23,3290,5274,15,1530,39,122,35,7015,1817,0,357,10,16,3,2203,461,0,96,3,6,0,566,357,7,90,3,5,5,467,145,169,155,29,41,41,580,11276,2456,4660,489,510,319,19710,Brisbane - East
