lga_code16,ss_ns_1000_1249_mng,ss_ns_1000_1249_pro,ss_ns_1000_1249_tectw,ss_ns_1000_1249_copsw,ss_ns_1000_1249_claw,ss_ns_1000_1249_swks,ss_ns_1000_1249_maopdv,ss_ns_1000_1249_lab,ss_ns_1000_1249_idns,ss_ns_1000_1249_tot,ss_ns_1250_1499_mng,ss_ns_1250_1499_pro,ss_ns_1250_1499_tectw,ss_ns_1250_1499_copsw,ss_ns_1250_1499_claw,ss_ns_1250_1499_swks,ss_ns_1250_1499_maopdv,ss_ns_1250_1499_lab,ss_ns_1250_1499_idns,ss_ns_1250_1499_tot,ss_ns_1500_1749_mng,ss_ns_1500_1749_pro,ss_ns_1500_1749_tectw,ss_ns_1500_1749_copsw,ss_ns_1500_1749_claw,ss_ns_1500_1749_swks,ss_ns_1500_1749_maopdv,ss_ns_1500_1749_lab,ss_ns_1500_1749_idns,ss_ns_1500_1749_tot,ss_ns_1750_1999_mng,ss_ns_1750_1999_pro,ss_ns_1750_1999_tectw,ss_ns_1750_1999_copsw,ss_ns_1750_1999_claw,ss_ns_1750_1999_swks,ss_ns_1750_1999_maopdv,ss_ns_1750_1999_lab,ss_ns_1750_1999_idns,ss_ns_1750_1999_tot,ss_ns_2000_2999_mng,ss_ns_2000_2999_pro,ss_ns_2000_2999_tectw,ss_ns_2000_2999_copsw,ss_ns_2000_2999_claw,ss_ns_2000_2999_swks,ss_ns_2000_2999_maopdv,ss_ns_2000_2999_lab,ss_ns_2000_2999_idns,ss_ns_2000_2999_tot,ss_ns_3000mo_mng,ss_ns_3000mo_pro,ss_ns_3000mo_tectw,ss_ns_3000mo_copsw,ss_ns_3000mo_claw,ss_ns_3000mo_swks,ss_ns_3000mo_maopdv,ss_ns_3000mo_lab,ss_ns_3000mo_idns,ss_ns_3000mo_tot,ss_ns_pins_mng,ss_ns_pins_pro,ss_ns_pins_tectw,ss_ns_pins_copsw,ss_ns_pins_claw,ss_ns_pins_swks,ss_ns_pins_maopdv,ss_ns_pins_lab,ss_ns_pins_idns,ss_ns_pins_tot,ss_ns_tot_mng,ss_ns_tot_pro,ss_ns_tot_tectw,ss_ns_tot_copsw,ss_ns_tot_claw,ss_ns_tot_swks,ss_ns_tot_maopdv,ss_ns_tot_lab,ss_ns_tot_idns,ss_ns_tot_tot,tot_nni_mng,tot_nni_pro,tot_nni_tectw,tot_nni_copsw,tot_nni_claw,tot_nni_swks,tot_nni_maopdv,tot_nni_lab,tot_nni_idns,tot_nni_tot,tot_1_149_mng,tot_1_149_pro,tot_1_149_tectw,tot_1_149_copsw,tot_1_149_claw,tot_1_149_swks,tot_1_149_maopdv,tot_1_149_lab,tot_1_149_idns,tot_1_149_tot,tot_150_299_mng,tot_150_299_pro,tot_150_299_tectw,tot_150_299_copsw,tot_150_299_claw,tot_150_299_swks,tot_150_299_maopdv,tot_150_299_lab,tot_150_299_idns,tot_150_299_tot,tot_300_399_mng,tot_300_399_pro,tot_300_399_tectw,tot_300_399_copsw,tot_300_399_claw,tot_300_399_swks,tot_300_399_maopdv,tot_300_399_lab,tot_300_399_idns,tot_300_399_tot,tot_400_499_mng,tot_400_499_pro,tot_400_499_tectw,tot_400_499_copsw,tot_400_499_claw,tot_400_499_swks,tot_400_499_maopdv,tot_400_499_lab,tot_400_499_idns,tot_400_499_tot,tot_500_649_mng,tot_500_649_pro,tot_500_649_tectw,tot_500_649_copsw,tot_500_649_claw,tot_500_649_swks,tot_500_649_maopdv,tot_500_649_lab,tot_500_649_idns,tot_500_649_tot,tot_650_799_mng,tot_650_799_pro,tot_650_799_tectw,tot_650_799_copsw,tot_650_799_claw,tot_650_799_swks,tot_650_799_maopdv,tot_650_799_lab,tot_650_799_idns,tot_650_799_tot,tot_800_999_mng,tot_800_999_pro,tot_800_999_tectw,tot_800_999_copsw,tot_800_999_claw,tot_800_999_swks,tot_800_999_maopdv,tot_800_999_lab,tot_800_999_idns,tot_800_999_tot,tot_1000_1249_mng,tot_1000_1249_pro,tot_1000_1249_tectw,tot_1000_1249_copsw,tot_1000_1249_claw,tot_1000_1249_swks,tot_1000_1249_maopdv,tot_1000_1249_lab,tot_1000_1249_idns,tot_1000_1249_tot,tot_1250_1499_mng,tot_1250_1499_pro,tot_1250_1499_tectw,tot_1250_1499_copsw,tot_1250_1499_claw,tot_1250_1499_swks,tot_1250_1499_maopdv,tot_1250_1499_lab,tot_1250_1499_idns,tot_1250_1499_tot,tot_1500_1749_mng,tot_1500_1749_pro,tot_1500_1749_tectw,tot_1500_1749_copsw,tot_1500_1749_claw,tot_1500_1749_swks,tot_1500_1749_maopdv,tot_1500_1749_lab,tot_1500_1749_idns,tot_1500_1749_tot,tot_1750_1999_mng,tot_1750_1999_pro,tot_1750_1999_tectw,tot_1750_1999_copsw,tot_1750_1999_claw,tot_1750_1999_swks,tot_1750_1999_maopdv,tot_1750_1999_lab,tot_1750_1999_idns,tot_1750_1999_tot,lga_name16
21450,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,8,0,7,5,36,0,0,6,7,0,16,4,7,0,44,12,12,22,150,37,500,26,302,7,1071,9,6,16,85,17,214,14,87,0,449,0,11,23,39,9,82,7,26,0,198,6,4,73,33,11,41,3,17,0,183,7,6,78,33,5,28,3,13,0,170,7,5,31,19,7,5,0,10,0,85,3,9,9,7,7,0,3,0,0,41,0,9,4,3,0,0,0,3,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cardinia (S)
21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,4,3,6,3,3,27,0,7,6,55,0,7,12,20,12,51,3,29,5,139,20,68,43,454,87,1512,29,637,35,2884,21,35,54,269,62,765,33,217,12,1482,21,19,59,150,35,323,24,93,8,726,11,8,128,97,26,184,7,80,5,548,22,18,136,85,34,112,7,37,5,451,19,14,76,59,20,59,4,23,0,276,19,20,22,23,17,22,4,13,0,132,7,10,18,10,6,7,0,3,0,53,0,5,8,3,0,0,0,0,0,13,0,0,3,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,Casey (C)
21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,3,0,0,7,0,0,0,7,0,0,3,21,3,73,0,27,0,130,0,0,4,9,3,25,0,6,0,42,0,0,3,3,0,5,0,3,0,13,0,0,3,3,0,3,0,3,0,18,0,0,3,6,0,4,0,0,0,17,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Goldfields (S)
21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,3,0,11,0,5,0,25,6,0,16,40,4,141,0,66,6,282,3,0,7,18,0,18,0,24,0,70,0,0,9,7,5,7,0,7,0,36,0,0,27,11,3,3,0,4,0,53,3,0,22,9,4,3,0,9,0,50,0,0,6,3,0,0,0,3,0,18,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colac-Otway (S)
21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,7,0,3,0,8,0,13,3,0,10,36,0,93,3,73,0,220,9,0,0,13,4,15,0,12,0,53,3,0,5,6,0,4,0,8,0,27,0,0,9,16,0,4,0,7,0,28,0,3,17,5,3,6,0,6,0,38,0,0,3,5,3,0,0,5,0,12,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corangamite (S)
21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,3,15,0,9,3,32,3,4,3,17,4,28,0,20,9,84,6,63,19,206,52,764,20,232,9,1371,5,44,29,198,70,438,22,129,11,943,14,31,39,137,41,218,20,83,3,581,11,21,48,80,39,135,22,57,0,417,9,24,82,73,25,76,9,27,4,325,13,11,33,35,15,26,10,18,0,165,4,10,19,20,17,10,0,6,0,92,5,5,6,11,5,3,0,3,0,43,0,4,4,0,5,0,0,0,0,10,0,0,9,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,Darebin (C)
22110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,0,4,0,0,0,27,0,0,0,4,0,9,3,13,3,31,4,0,4,61,3,226,3,104,12,427,3,3,7,18,0,39,0,24,0,95,0,0,19,13,0,7,0,14,0,50,3,8,26,12,4,8,0,3,0,61,3,0,32,12,4,11,0,4,0,72,0,0,11,9,3,3,0,6,0,27,0,3,3,6,3,0,0,4,0,21,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Gippsland (S)
22170,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,7,3,13,0,14,4,41,0,0,3,5,7,31,0,12,0,61,21,17,15,264,33,816,17,398,16,1599,8,15,18,154,29,319,27,121,11,703,7,6,44,61,31,163,12,42,10,387,3,9,90,44,16,86,9,36,0,300,5,11,93,38,11,39,0,15,0,224,6,9,42,33,12,26,0,20,0,146,9,16,16,23,3,8,0,3,0,73,0,13,11,4,3,3,0,0,0,40,0,4,5,0,4,0,0,0,3,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,5,10,0,0,0,18,0,47,0,26,0,101,3,3,4,8,3,6,0,7,0,26,3,0,0,0,0,3,0,8,0,10,0,0,7,0,0,3,0,0,0,18,0,0,7,0,4,0,0,3,0,15,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gannawarra (S)
22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,4,3,0,9,0,39,3,0,3,5,0,16,0,14,8,46,8,5,10,103,38,484,3,182,10,841,4,4,14,45,9,136,3,64,6,275,3,8,20,25,14,26,3,20,0,125,4,8,53,21,13,26,6,9,3,143,3,8,68,16,9,17,0,6,0,136,0,11,32,17,12,10,0,5,0,95,0,18,15,11,3,3,0,5,0,59,4,3,6,3,6,0,0,0,0,29,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Greater Shepparton (C)
22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,3,3,31,0,43,0,21,0,103,0,0,0,16,0,5,0,10,0,36,0,0,3,18,0,0,0,6,0,25,0,0,5,9,3,3,0,3,0,25,0,0,11,10,0,3,0,0,0,24,0,0,5,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepburn (S)
22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,15,0,40,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hindmarsh (S)
23110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,5,0,20,0,0,0,7,5,18,6,8,3,39,4,23,20,157,33,372,12,168,7,798,4,16,17,96,19,153,11,62,5,386,3,3,29,58,15,77,7,29,0,234,3,3,35,34,19,52,6,24,3,176,7,7,66,25,14,28,11,10,3,166,9,0,25,16,13,10,5,6,0,92,0,3,18,15,10,0,8,10,0,56,0,9,11,0,0,0,3,0,0,29,0,0,7,3,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,Hobsons Bay (C)
23190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,13,0,0,0,4,0,8,0,7,0,17,0,4,7,53,4,125,3,87,7,287,0,5,10,15,4,32,0,23,0,81,0,0,5,4,4,3,0,8,0,30,0,0,14,3,0,6,0,0,0,20,0,3,10,5,4,7,0,3,0,33,3,0,11,0,3,6,0,0,0,26,0,6,4,0,3,0,0,0,0,13,0,6,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horsham (RC)
23270,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,17,3,0,14,7,9,9,73,7,3,3,18,9,37,3,25,11,116,25,46,36,263,49,975,27,417,24,1862,11,30,39,183,45,558,52,213,10,1144,13,22,62,130,59,244,27,119,14,694,11,13,103,66,32,130,53,104,8,522,16,12,126,57,22,85,44,74,9,444,17,14,89,41,34,42,25,43,10,313,13,24,47,25,32,15,17,26,3,205,7,12,25,15,16,4,0,12,0,99,5,6,6,7,3,3,3,3,0,28,0,0,6,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,Hume (C)
23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,11,0,0,3,35,3,63,0,36,0,150,3,0,0,9,0,13,0,5,0,36,0,0,0,0,0,7,0,0,0,10,0,0,8,3,0,3,0,0,0,15,0,0,7,3,0,0,0,0,0,20,0,0,5,0,0,0,0,3,0,13,0,0,3,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indigo (S)
23430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,11,8,7,12,0,7,3,56,0,7,4,21,3,28,0,18,7,86,17,75,38,457,61,1180,43,441,19,2329,28,46,42,268,71,646,43,191,16,1347,11,32,55,129,49,289,29,89,7,696,14,22,129,80,35,187,26,73,3,563,12,13,141,69,17,127,24,47,3,459,14,18,56,26,20,37,12,33,0,217,12,13,28,13,28,17,8,21,0,147,5,8,18,8,3,7,5,8,0,59,3,3,5,0,0,3,0,0,0,17,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,Kingston (C) (Vic.)
23670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,16,3,3,4,45,3,0,4,18,4,38,5,19,3,94,22,54,52,402,63,1175,27,454,23,2269,19,53,30,275,58,537,39,227,3,1252,24,20,64,98,31,241,27,89,5,590,11,24,108,87,24,139,13,67,3,478,13,14,130,56,27,71,12,28,3,359,13,17,64,39,25,17,7,23,0,195,18,17,27,20,7,11,3,3,4,107,3,8,13,8,4,3,0,4,0,46,0,3,3,0,0,4,0,0,0,14,0,4,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,Knox (C)
23810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,10,4,0,4,30,3,0,0,10,0,21,0,10,6,52,12,13,14,113,30,514,11,205,11,922,3,8,13,63,16,172,9,55,6,336,5,8,33,48,11,53,0,24,0,177,3,3,53,38,4,38,0,11,0,151,0,13,72,35,13,17,0,6,0,157,4,3,42,17,12,9,3,0,0,99,3,8,27,11,13,3,0,0,0,65,3,11,15,0,6,0,0,3,0,42,0,8,7,0,3,0,0,0,0,14,0,0,3,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,Latrobe (C) (Vic.)
23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,21,0,28,0,58,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,5,0,7,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Loddon (S)
24130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,21,0,0,0,3,0,14,0,8,0,32,3,3,13,123,18,222,12,155,5,554,3,3,13,52,11,72,4,39,0,194,0,0,11,33,4,30,4,26,0,108,5,3,38,18,0,13,4,16,0,89,0,5,32,15,3,6,0,7,0,74,0,4,23,9,3,3,4,3,0,53,3,0,8,6,3,3,0,3,0,21,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macedon Ranges (S)
24210,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,6,3,0,9,0,0,0,35,0,3,0,10,0,31,0,4,3,62,8,67,28,355,48,713,19,246,6,1490,14,22,24,191,51,531,10,136,3,979,8,18,29,93,31,250,3,60,0,485,3,10,67,64,19,139,3,43,4,354,11,14,64,44,14,76,3,25,0,246,10,13,19,15,8,37,3,13,0,114,11,5,11,7,10,10,0,0,0,56,4,5,0,4,5,5,0,0,0,26,0,3,0,3,0,3,0,0,0,12,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Manningham (C)
24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,22,3,33,0,31,0,112,0,0,4,8,0,3,0,0,0,18,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,10,0,0,8,3,0,5,0,0,0,20,0,0,6,4,0,0,0,0,0,11,0,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mansfield (S)
24330,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,7,0,8,3,32,0,3,3,5,3,30,0,5,7,61,11,31,16,189,43,618,9,149,13,1086,15,38,27,173,44,466,16,93,6,877,12,23,33,93,27,224,18,62,4,486,13,13,38,54,23,168,12,43,4,363,8,8,32,48,34,98,14,26,0,273,4,6,21,20,12,35,7,15,0,117,7,10,7,5,17,11,8,5,3,65,0,8,8,13,3,0,3,4,0,45,0,5,3,3,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,Maribyrnong (C)
24410,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,8,0,13,0,7,3,36,0,0,0,15,3,35,0,7,3,68,10,49,21,311,58,850,12,376,18,1704,15,20,25,217,48,462,13,152,11,959,16,13,56,116,37,238,9,55,3,539,13,13,89,72,24,124,9,40,3,385,11,7,109,61,28,79,9,15,3,315,10,9,54,37,6,27,4,8,0,168,9,13,26,16,14,9,3,5,0,104,3,10,12,11,6,6,0,0,0,52,0,5,6,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,Maroondah (C)
24600,0,3,0,3,3,0,0,0,0,17,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,4,24,11,32,25,26,23,32,0,18,18,184,11,40,9,84,30,93,3,58,45,378,60,358,79,1010,368,1220,29,587,119,3817,71,417,142,1245,605,1336,31,593,97,4543,74,302,215,836,461,964,47,566,54,3524,72,266,238,695,450,614,32,424,52,2838,65,314,225,481,421,515,18,264,33,2346,61,277,169,274,299,241,11,95,26,1460,64,290,101,148,308,111,7,39,13,1080,49,330,64,72,185,48,0,17,22,790,14,152,19,32,62,14,0,8,7,306,15,43,10,16,23,6,3,3,8,129,0,17,6,3,3,0,0,3,0,31,Melbourne (C)
24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,10,4,0,13,3,4,0,37,0,3,0,19,3,39,3,12,4,82,8,20,11,173,16,517,15,239,12,1011,3,13,17,99,24,260,8,104,3,538,8,7,24,45,15,91,6,45,0,240,9,3,54,31,5,44,3,15,3,172,8,3,63,28,10,30,5,9,0,163,3,0,18,9,15,12,3,10,0,64,0,7,10,12,6,0,0,3,0,45,0,3,4,6,4,0,0,0,0,27,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Melton (C)
