lga_code_2006_,lga_name_2006_,irsd_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
32400,Clifton (S),966,294,5,45,QLD,92,6,59,880,1071,2612,0
32450,Cloncurry (S),927,138,3,21,QLD,51,4,33,506,1061,3135,0
32500,Cook (S),908,113,2,17,QLD,47,3,30,661,1041,3466,2
32530,Cooloola (S),947,208,4,32,QLD,70,5,45,792,1065,36069,0
32550,Crow's Nest (S),1062,622,10,94,QLD,157,10,100,916,1144,12642,1
32600,Croydon (S),821,69,2,11,QLD,36,3,23,738,1014,254,0
33030,Erub (IC),586,45,1,7,QLD,22,2,14,586,586,317,0
33050,Esk (S),955,242,4,37,QLD,79,6,51,806,1033,15164,0
33100,Etheridge (S),991,418,7,63,QLD,120,8,76,909,1062,851,0
33150,Fitzroy (S),986,398,6,60,QLD,116,8,74,853,1062,10571,0
33200,Flinders (S),957,252,4,38,QLD,84,6,54,867,1104,1791,0
33600,Goondiwindi (T),970,307,5,46,QLD,94,6,60,839,1044,4713,0
33650,Hammond (IC),600,46,1,7,QLD,23,2,15,600,600,214,0
33700,Herberton (S),892,93,2,14,QLD,43,3,28,787,1030,5420,0
33750,Hervey Bay (C),950,221,4,34,QLD,74,5,47,808,1106,52221,0
33800,Hinchinbrook (S),950,223,4,34,QLD,76,5,49,840,1061,11557,0
33830,Hope Vale (S),554,33,1,5,QLD,16,2,11,554,554,779,2
33840,Iama (IC),547,31,1,5,QLD,14,1,9,547,547,312,0
34740,Mabuiag (IC),625,52,1,8,QLD,29,2,19,625,625,248,0
34760,Mackay (C),1013,521,8,78,QLD,138,9,88,840,1142,84890,1
34800,McKinlay (S),1000,465,7,70,QLD,127,9,81,930,1098,896,0
36250,Redland (S),1034,581,9,87,QLD,149,10,95,812,1164,127628,0
36300,Richmond (S),981,362,6,55,QLD,110,7,70,949,1078,901,0
36350,Rockhampton (C),963,278,5,42,QLD,88,6,56,754,1155,58747,0
70700,Coomalie (CGC),895,97,2,15,NT ,27,8,78,828,955,1105,3
34970,Mer (IC),525,21,1,4,QLD,8,1,6,525,525,483,0
35000,Millmerran (S),951,224,4,34,QLD,77,5,49,844,1044,3098,0
35050,Mirani (S),978,353,6,53,QLD,107,7,68,875,1024,5408,0
34430,Kubin (IC),627,53,1,8,QLD,30,2,19,627,627,200,0
34450,Laidley (S),946,206,4,31,QLD,69,5,44,821,1005,14480,0
34550,Livingstone (S),1002,478,8,72,QLD,129,9,82,793,1103,28869,2
34570,Lockhart River (S),572,43,1,7,QLD,21,2,14,572,572,553,1
34600,Logan (C),971,313,5,47,QLD,97,7,62,675,1144,173264,0
34700,Longreach (S),1006,496,8,75,QLD,132,9,84,961,1109,3522,0
56580,Nedlands (C),1118,661,10,99,WA ,139,10,98,982,1160,20335,1
36100,Poruma (IC),601,47,1,8,QLD,24,2,16,601,601,167,0
54900,Lake Grace (S),1040,590,9,89,WA ,123,9,87,1004,1128,1456,0
33850,Ilfracombe (S),993,435,7,66,QLD,122,8,78,931,1125,267,0
33900,Inglewood (S),939,179,3,27,QLD,66,5,42,840,1026,2534,0
33930,Injinoo (S),507,14,1,3,QLD,5,1,4,507,507,417,0
33960,Ipswich (C),971,315,5,48,QLD,98,7,63,676,1144,140183,1
34000,Isis (S),929,146,3,22,QLD,54,4,35,833,1018,6297,0
34050,Isisford (S),956,245,4,37,QLD,82,6,52,903,1070,264,0
34100,Jericho (S),971,312,5,47,QLD,96,7,61,875,1063,920,0
34150,Johnstone (S),948,214,4,33,QLD,73,5,47,822,1057,18253,4
34200,Jondaryan (S),1016,528,8,80,QLD,140,9,89,811,1109,14095,3
34250,Kilcoy (S),947,209,4,32,QLD,71,5,45,885,997,3433,0
34300,Kilkivan (S),926,137,3,21,QLD,50,4,32,846,1036,3452,0
34350,Kingaroy (S),982,369,6,56,QLD,111,8,71,818,1088,12221,0
34400,Kolan (S),883,88,2,14,QLD,40,3,26,803,933,4563,0
34420,Kowanyama (S),513,17,1,3,QLD,7,1,5,513,513,1020,0
36400,Roma (T),974,329,5,50,QLD,99,7,63,862,1053,6507,0
36450,Rosalie (S),990,411,7,62,QLD,119,8,76,843,1099,9034,0
52520,Dalwallinu (S),1011,511,8,77,WA ,97,7,68,970,1080,1367,0
35300,Mount Isa (C),975,334,6,51,QLD,102,7,65,636,1159,19663,1
34830,Mapoon (S),655,55,1,9,QLD,31,2,20,655,655,239,3
34850,Mareeba (S),939,177,3,27,QLD,65,5,42,762,1056,18211,6
34900,Maroochy (S),1019,539,9,81,QLD,142,9,90,786,1139,142840,0
34950,Maryborough (C),927,139,3,21,QLD,52,4,33,752,1077,25703,2
35350,Mount Morgan (S),807,67,2,11,QLD,35,3,23,753,874,2984,0
35450,Mundubbera (S),937,170,3,26,QLD,62,4,40,858,1026,2116,0
35500,Murgon (S),943,193,3,29,QLD,68,5,44,845,1069,3456,0
35550,Murilla (S),955,244,4,37,QLD,81,6,52,896,1102,2687,0
35600,Murweh (S),958,259,4,39,QLD,86,6,55,837,1088,4580,0
35650,Nanango (S),896,98,2,15,QLD,45,3,29,830,1049,9014,0
35670,Napranum (S),511,16,1,3,QLD,6,1,4,511,511,840,1
35700,Nebo (S),1022,544,9,82,QLD,143,10,91,962,1063,2523,15
36550,Sarina (S),979,355,6,54,QLD,109,7,69,849,1054,10720,0
57080,Perth (C),1046,595,9,90,WA ,124,9,87,751,1135,11573,1
35730,New Mapoon (S),622,51,1,8,QLD,28,2,18,622,622,344,0
35750,Noosa (S),1011,512,8,77,QLD,135,9,86,761,1158,45830,0
36470,Saibai (IC),549,32,1,5,QLD,15,1,10,549,549,337,0
36480,St Pauls (IC),744,62,1,10,QLD,33,3,21,744,744,240,0
35770,Palm Island (S),480,7,1,2,QLD,1,1,1,480,480,1982,0
35800,Paroo (S),876,85,2,13,QLD,39,3,25,775,1102,1927,0
35850,Peak Downs (S),1054,614,10,92,QLD,155,10,99,992,1086,3188,0
35900,Perry (S),940,181,3,28,QLD,67,5,43,884,976,428,0
35950,Pine Rivers (S),1060,619,10,93,QLD,156,10,99,805,1157,141140,0
36050,Pittsworth (S),993,439,7,66,QLD,124,8,79,958,1068,4785,0
36070,Pormpuraaw (S),601,48,1,8,QLD,25,2,16,601,601,600,0
36900,Toowoomba (C),987,403,7,61,QLD,117,8,75,767,1143,90200,0
36950,Torres (S),801,66,1,10,QLD,34,3,22,655,914,3233,0
37000,Townsville (C),1008,503,8,76,QLD,133,9,85,625,1161,95463,3
37090,Ugar (IC),619,49,1,8,QLD,26,2,17,619,619,76,0
37110,Umagico (S),492,11,1,2,QLD,3,1,2,492,492,229,0
37120,Waggamba (S),1038,587,9,88,QLD,150,10,95,817,1119,2872,0
37150,Wambo (S),989,408,7,62,QLD,118,8,75,861,1076,5227,0
54340,Katanning (S),917,123,2,19,WA ,16,2,12,817,1095,4210,0
54410,Kellerberrin (S),902,104,2,16,WA ,13,1,10,828,1059,1181,0
54480,Kent (S),1052,609,10,92,WA ,128,9,90,1030,1096,575,0
54550,Kojonup (S),999,462,7,70,WA ,81,6,57,909,1075,2150,0
37170,Warraber (IC),543,28,1,5,QLD,12,1,8,543,543,246,0
37200,Warroo (S),994,445,7,67,QLD,125,8,80,871,1096,1038,0
37260,Warwick (S),956,248,4,38,QLD,83,6,53,815,1063,21536,0
37300,Weipa (T),1049,603,10,91,QLD,153,10,97,1004,1073,2831,0
37330,Whitsunday (S),1013,520,8,78,QLD,137,9,87,829,1105,16957,3
40070,Adelaide (C),1022,547,9,82,SA ,57,9,81,818,1123,16660,4
40120,Adelaide Hills (DC),1083,642,10,97,SA ,68,10,96,953,1148,37858,0
40220,Alexandrina (DC),983,380,6,57,SA ,38,6,54,851,1087,20713,2
40250,Anangu Pitjantjatjara (AC),527,23,1,4,SA ,1,1,2,400,851,2232,4
40310,Barossa (DC),1019,535,9,81,SA ,56,8,79,865,1104,20548,0
56510,Narrogin (S),1077,635,10,96,WA ,134,10,94,1072,1085,832,0
37570,Wujal Wujal (S),532,25,1,4,QLD,10,1,7,532,532,325,0
37600,Yarrabah (S),485,9,1,2,QLD,2,1,2,485,485,2372,0
51960,Coolgardie (S),968,301,5,46,WA ,43,4,31,679,1027,3800,4
37400,Winton (S),937,169,3,26,QLD,61,4,39,877,1116,1380,0
37450,Wondai (S),915,121,2,19,QLD,49,4,32,778,1042,4398,0
37500,Woocoo (S),993,438,7,66,QLD,123,8,78,860,1038,3440,0
37650,Yorke (IC),570,42,1,7,QLD,20,2,13,570,570,298,0
37550,Woorabinda (S),564,38,1,6,QLD,18,2,12,564,564,851,0
40520,Berri and Barmera (DC),940,182,3,28,SA ,15,3,22,812,1050,10933,0
40700,Burnside (C),1089,648,10,98,SA ,70,10,99,846,1160,41956,0
40910,Campbelltown (C),1010,506,8,76,SA ,53,8,75,823,1133,46160,0
41010,Ceduna (DC),911,116,2,18,SA ,9,2,13,498,1086,3572,0
41060,Charles Sturt (C),966,293,5,44,SA ,27,4,39,556,1127,100531,0
41140,Clare and Gilbert Valleys (DC),999,461,7,70,SA ,48,7,68,871,1122,8144,0
41190,Cleve (DC),1008,501,8,76,SA ,52,8,74,915,1092,1897,0
41330,Coober Pedy (DC),870,83,2,13,SA ,3,1,5,771,932,1913,4
41560,Copper Coast (DC),923,132,2,20,SA ,11,2,16,759,1024,11445,0
41750,Elliston (DC),996,451,7,68,SA ,46,7,65,906,1119,1132,0
72500,Numbulwar Numburindi (CGC),519,19,1,3,NT ,12,4,35,519,519,681,1
72530,Nyirranggulung Mardrulk Ngadberre (CGC),461,6,1,1,NT ,6,2,18,336,596,936,10
41830,Flinders Ranges (DC),924,135,3,21,SA ,12,2,17,870,1070,1730,0
41960,Franklin Harbour (DC),981,368,6,56,SA ,35,5,50,957,1079,1276,0
53010,Dumbleyung (S),1015,525,8,79,WA ,101,8,71,918,1089,631,0
42030,Gawler (T),969,305,5,46,SA ,29,5,41,767,1096,18913,0
42110,Goyder (DC),960,262,4,40,SA ,25,4,36,714,1064,4184,0
42250,Grant (DC),1024,554,9,83,SA ,61,9,86,868,1074,7868,0
42600,Holdfast Bay (C),1030,571,9,86,SA ,62,9,88,668,1124,33302,0
42750,Kangaroo Island (DC),980,358,6,54,SA ,33,5,47,916,1044,4260,0
43080,Karoonda East Murray (DC),995,446,7,67,SA ,45,7,64,937,1031,1164,0
43220,Kimba (DC),1016,530,8,80,SA ,55,8,78,961,1088,1112,0
43360,Kingston (DC),972,319,5,48,SA ,30,5,43,870,1047,2325,0
53080,Dundas (S),905,108,2,17,WA ,15,2,11,848,1026,1067,3
43570,Le Hunte (DC),997,457,7,69,SA ,47,7,67,904,1041,1313,0
43650,Light (RegC),1023,548,9,83,SA ,58,9,82,924,1103,12362,0
43710,Lower Eyre Peninsula (DC),1006,492,8,74,SA ,51,8,72,949,1066,4402,0
43790,Loxton Waikerie (DC),957,254,4,39,SA ,24,4,34,788,1041,11605,0
43920,Mallala (DC),986,395,6,60,SA ,40,6,57,892,1043,7903,0
44060,Marion (C),992,429,7,65,SA ,42,6,60,645,1117,78701,0
44210,Mid Murray (DC),940,184,3,28,SA ,16,3,23,804,1029,8037,6
44340,Mitcham (C),1070,630,10,95,SA ,67,10,95,834,1154,61852,0
44550,Mount Barker (DC),1024,553,9,83,SA ,60,9,85,857,1123,26435,0
52030,Coorow (S),1004,490,8,74,WA ,91,7,64,939,1113,1200,0
52100,Corrigin (S),991,423,7,64,WA ,71,5,50,938,1094,1145,0
72380,Nauiyu Nambiyu (CGC),494,12,1,2,NT ,9,3,26,494,494,395,0
44620,Mount Gambier (C),945,200,3,30,SA ,19,3,27,605,1081,23493,0
44830,Mount Remarkable (DC),974,330,5,50,SA ,31,5,44,891,1083,2842,0
45040,Murray Bridge (RC),907,109,2,17,SA ,8,2,12,677,1044,17679,4
45090,Naracoorte and Lucindale (DC),1003,485,8,73,SA ,50,8,71,901,1082,8079,0
45120,Northern Areas (DC),968,304,5,46,SA ,28,4,40,829,1078,4651,0
45290,Norwood Payneham St Peters (C),1023,550,9,83,SA ,59,9,84,815,1116,33732,0
45340,Onkaparinga (C),993,434,7,65,SA ,43,7,61,612,1156,149736,0
45400,Orroroo/Carrieton (DC),991,421,7,64,SA ,41,6,58,953,1072,933,0
52590,Dandaragan (S),993,441,7,67,WA ,76,6,54,875,1060,2884,0
52660,Dardanup (S),1028,566,9,85,WA ,113,8,80,978,1087,10336,0
52730,Denmark (S),993,431,7,65,WA ,74,6,52,912,1067,4511,0
52800,Derby-West Kimberley (S),722,61,1,10,WA ,5,1,4,263,1111,6507,7
52870,Donnybrook-Balingup (S),1000,467,7,70,WA ,83,6,59,941,1073,4738,0
52940,Dowerin (S),983,381,6,58,WA ,57,4,40,917,1080,702,0
45540,Peterborough (DC),840,73,2,11,SA ,2,1,3,747,1035,1902,0
45680,Playford (C),886,89,2,14,SA ,4,1,6,567,1122,70010,0
45890,Port Adelaide Enfield (C),917,122,2,19,SA ,10,2,15,629,1108,102929,1
46090,Port Augusta (C),897,99,2,15,SA ,6,1,9,694,1063,13876,7
46300,Port Lincoln (C),949,216,4,33,SA ,21,3,30,718,1099,13602,0
46450,Port Pirie City and Dists (M),902,103,2,16,SA ,7,1,10,737,1061,17142,0
53640,Gnowangerup (S),994,443,7,67,WA ,77,6,54,915,1106,1362,0
46510,Prospect (C),1037,584,9,88,SA ,64,10,91,752,1141,19294,0
46670,Renmark Paringa (DC),938,173,3,26,SA ,14,2,20,799,1024,9450,3
46860,Robe (DC),1011,510,8,77,SA ,54,8,77,972,1070,1701,42
46970,Roxby Downs (M),1085,645,10,97,SA ,69,10,98,1071,1092,4054,5
47140,Salisbury (C),944,197,3,30,SA ,17,3,24,643,1124,118421,1
47290,Southern Mallee (DC),993,436,7,66,SA ,44,7,62,933,1121,2135,0
47490,Streaky Bay (DC),983,377,6,57,SA ,37,6,53,953,1068,2023,0
47630,Tatiara (DC),1001,472,8,71,SA ,49,7,70,939,1089,6862,0
47700,Tea Tree Gully (C),1035,583,9,88,SA ,63,9,89,872,1150,95972,0
47800,The Coorong (DC),947,210,4,32,SA ,20,3,29,621,1087,5668,0
47910,Tumby Bay (DC),982,370,6,56,SA ,36,6,51,889,1118,2541,0
51310,Cambridge (T),1119,662,10,100,WA ,140,10,98,972,1175,23756,2
51330,Canning (C),1038,586,9,88,WA ,122,9,86,537,1139,77306,0
51400,Capel (S),1063,624,10,94,WA ,131,10,92,933,1166,10206,0
51470,Carnamah (S),995,447,7,67,WA ,78,6,55,965,1116,747,0
51540,Carnarvon (S),919,126,2,19,WA ,18,2,13,443,1019,5682,0
51610,Chapman Valley (S),1012,516,8,78,WA ,99,7,70,980,1043,913,0
51680,Chittering (S),1029,570,9,86,WA ,116,9,82,987,1088,3520,0
53780,Gosnells (C),1004,486,8,73,WA ,89,7,63,820,1142,91579,1
53850,Greenough (S),1037,585,9,88,WA ,121,9,85,774,1119,14036,3
47980,Unley (C),1064,625,10,94,SA ,65,10,92,845,1143,35999,0
48050,Victor Harbor (C),981,363,6,55,SA ,34,5,48,869,1099,12015,0
48130,Wakefield (DC),962,277,5,42,SA ,26,4,37,862,1075,6371,0
53150,East Fremantle (T),1081,637,10,96,WA ,136,10,96,1025,1147,6698,0
53220,East Pilbara (S),936,164,3,25,WA ,22,2,16,341,1110,6543,17
53290,Esperance (S),991,417,7,63,WA ,68,5,48,822,1086,12965,0
53360,Exmouth (S),1000,468,8,71,WA ,84,6,59,871,1063,2063,1
53430,Fremantle (C),998,458,7,69,WA ,80,6,56,807,1127,24834,0
53500,Geraldton (C),929,147,3,23,WA ,21,2,15,775,1068,18915,0
53570,Gingin (S),991,422,7,64,WA ,70,5,49,943,1078,4319,0
48260,Walkerville (M),1067,629,10,95,SA ,66,10,93,985,1157,6964,0
48340,Wattle Range (DC),951,226,4,34,SA ,23,4,33,750,1099,11889,0
48410,West Torrens (C),985,389,6,59,SA ,39,6,55,774,1104,52157,0
48540,Whyalla (C),887,90,2,14,SA ,5,1,8,713,1088,21416,0
48750,Yankalilla (DC),976,336,6,51,SA ,32,5,46,888,1057,4154,0
48830,Yorke Peninsula (DC),944,199,3,30,SA ,18,3,26,441,1071,11191,0
49399,Unincorporated SA,931,149,3,23,SA ,13,2,19,492,1096,3749,5
50080,Albany (C),984,388,6,59,WA ,59,5,42,766,1086,31575,1
50210,Armadale (C),986,393,6,59,WA ,60,5,42,804,1139,50537,0
50250,Ashburton (S),1033,580,9,87,WA ,120,9,84,289,1102,6080,0
50280,Augusta-Margaret River (S),1028,567,9,85,WA ,114,8,80,929,1097,10352,0
50350,Bassendean (T),987,400,6,60,WA ,62,5,44,883,1050,13463,0
50420,Bayswater (C),1010,509,8,77,WA ,96,7,68,726,1164,55800,0
50490,Belmont (C),965,288,5,44,WA ,41,3,29,845,1116,30331,0
50560,Beverley (S),939,178,3,27,WA ,24,2,17,808,1046,1562,0
50630,Boddington (S),989,407,7,61,WA ,65,5,46,909,1037,1377,0
50770,Boyup Brook (S),993,432,7,65,WA ,75,6,53,905,1070,1479,0
50840,Bridgetown-Greenbushes (S),986,397,6,60,WA ,61,5,43,904,1050,3952,0
50910,Brookton (S),952,228,4,35,WA ,31,3,22,877,1082,980,0
50980,Broome (S),928,141,3,22,WA ,20,2,14,522,1107,13058,2
51050,Broomehill (S),991,424,7,64,WA ,72,6,51,894,1093,478,0
51120,Bruce Rock (S),970,309,5,47,WA ,44,4,31,899,1078,952,0
51190,Bunbury (C),982,372,6,56,WA ,55,4,39,724,1111,29700,0
51260,Busselton (S),1017,532,8,80,WA ,102,8,72,847,1124,25355,0
51750,Claremont (T),1090,649,10,98,WA ,138,10,97,996,1159,8939,0
51820,Cockburn (C),1019,536,9,81,WA ,104,8,73,751,1141,74473,0
51890,Collie (S),943,194,3,30,WA ,26,2,19,815,1035,8611,0
54620,Kondinin (S),1002,482,8,73,WA ,87,7,61,898,1083,967,0
54690,Koorda (S),962,269,5,41,WA ,37,3,26,910,1064,430,0
54760,Kulin (S),1026,559,9,84,WA ,111,8,78,933,1099,882,0
52170,Cottesloe (T),1126,664,10,100,WA ,141,10,99,980,1161,7257,0
52240,Cranbrook (S),1000,470,8,71,WA ,85,6,60,944,1054,1063,0
52310,Cuballing (S),997,454,7,68,WA ,79,6,56,908,1069,782,0
52380,Cue (S),856,78,2,12,WA ,10,1,7,840,935,324,0
52450,Cunderdin (S),979,357,6,54,WA ,52,4,37,897,1072,1249,0
55810,Mount Magnet (S),948,211,4,32,WA ,28,2,20,936,1007,457,0
55880,Mount Marshall (S),1029,569,9,86,WA ,115,9,81,934,1102,615,0
56620,Ngaanyatjarraku (S),545,30,1,5,WA ,2,1,2,222,913,1334,6
53710,Goomalling (S),972,321,5,49,WA ,46,4,33,897,1064,936,0
53920,Halls Creek (S),534,26,1,4,WA ,1,1,1,350,923,3136,34
53990,Harvey (S),1019,538,9,81,WA ,106,8,75,770,1114,19555,0
54060,Irwin (S),988,405,7,61,WA ,63,5,45,918,1044,3055,0
54130,Jerramungup (S),1026,557,9,84,WA ,110,8,77,945,1074,1128,0
54170,Joondalup (C),1086,646,10,97,WA ,137,10,96,944,1170,149673,0
54200,Kalamunda (S),1048,599,9,90,WA ,125,9,88,917,1165,49536,0
54280,Kalgoorlie/Boulder (C),1007,498,8,75,WA ,93,7,66,470,1126,28423,1
54970,Laverton (S),798,65,1,10,WA ,7,1,5,562,882,729,43
57140,Pingelly (S),936,166,3,25,WA ,23,2,17,871,1081,1168,0
57210,Plantagenet (S),977,343,6,52,WA ,50,4,35,913,1047,4484,0
57280,Port Hedland (T),988,406,7,61,WA ,64,5,45,322,1139,11957,12
57350,Quairading (S),941,186,3,28,WA ,25,2,18,891,1079,1020,0
55040,Leonora (S),991,416,7,63,WA ,67,5,47,889,1054,1410,0
55110,Mandurah (C),991,419,7,63,WA ,69,5,49,734,1184,55815,1
55180,Manjimup (S),960,263,4,40,WA ,36,3,26,832,1073,9255,0
55250,Meekatharra (S),834,71,2,11,WA ,8,1,6,793,1031,1135,8
55320,Melville (C),1080,636,10,96,WA ,135,10,95,876,1180,93001,0
62410,Glamorgan/Spring Bay (M),942,190,3,29,TAS,16,6,54,888,1020,4190,0
62610,Glenorchy (C),920,128,2,20,TAS,8,3,27,708,1057,43412,0
62810,Hobart (C),1041,591,9,89,TAS,29,10,97,869,1159,47701,0
63010,Huon Valley (M),945,202,4,31,TAS,18,7,61,813,1018,14001,0
55390,Menzies (S),694,59,1,9,WA ,4,1,3,567,779,216,2
55460,Merredin (S),983,375,6,57,WA ,56,4,40,843,1099,3247,0
63210,Kentish (M),936,168,3,26,TAS,14,5,47,791,1046,5762,0
63410,King Island (M),978,350,6,53,TAS,24,9,81,921,1059,1639,0
63610,Kingborough (M),1040,589,9,89,TAS,28,10,94,892,1141,30839,0
63810,Latrobe (M),971,316,5,48,TAS,23,8,77,808,1049,8630,0
64010,Launceston (C),948,212,4,32,TAS,19,7,64,622,1110,62219,0
64210,Meander Valley (M),985,390,6,59,TAS,25,9,84,844,1107,18352,0
64610,Northern Midlands (M),962,268,5,41,TAS,21,8,71,864,1109,12093,0
64810,Sorell (M),962,271,5,41,TAS,22,8,74,850,1059,11925,0
65010,Southern Midlands (M),940,180,3,27,TAS,15,6,51,814,1021,5670,0
65210,Tasman (M),908,111,2,17,TAS,4,2,14,832,954,2238,0
55530,Mingenew (S),981,367,6,55,WA ,53,4,38,900,1100,472,0
70300,Alpurrurulam (CGC),570,41,1,7,NT ,19,6,55,570,570,345,0
55600,Moora (S),982,371,6,56,WA ,54,4,38,924,1113,2411,0
59450,Wyalkatchem (S),946,205,4,31,WA ,27,2,19,870,1063,565,0
59520,Wyndham-East Kimberley (S),870,82,2,13,WA ,12,1,9,282,1039,6596,4
59590,Yalgoo (S),849,77,2,12,WA ,9,1,7,772,956,243,0
59660,Yilgarn (S),1006,493,8,74,WA ,92,7,65,926,1108,1414,0
55670,Morawa (S),972,318,5,48,WA ,45,4,32,919,1132,826,0
55740,Mosman Park (T),1059,618,10,93,WA ,130,10,91,835,1165,8251,0
56440,Narrogin (T),956,246,4,37,WA ,33,3,24,772,1052,4238,0
55950,Mukinbudin (S),1011,513,8,77,WA ,98,7,69,951,1070,577,0
56020,Mullewa (S),918,124,2,19,WA ,17,2,12,818,1014,910,0
56090,Mundaring (S),1052,610,10,92,WA ,129,10,91,854,1137,35095,2
56160,Murchison (S),869,80,2,12,WA ,11,1,8,575,1043,113,18
56230,Murray (S),984,387,6,58,WA ,58,5,41,858,1089,11970,0
56300,Nannup (S),978,346,6,52,WA ,51,4,36,922,1065,1190,0
56370,Narembeen (S),1001,476,8,72,WA ,86,7,61,946,1084,905,0
57420,Ravensthorpe (S),1021,542,9,82,WA ,108,8,76,929,1106,1949,0
57490,Rockingham (C),1014,523,8,79,WA ,100,7,70,698,1199,84309,0
57560,Roebourne (S),1033,579,9,87,WA ,119,9,84,314,1122,16421,3
56650,Northam (T),923,131,2,20,WA ,19,2,14,798,1032,6008,0
56720,Northam (S),965,291,5,44,WA ,42,3,30,831,1045,3793,0
56790,Northampton (S),962,273,5,41,WA ,38,3,27,571,1125,3206,0
56860,Nungarin (S),952,227,4,34,WA ,30,3,21,863,1073,244,0
70770,Cox Peninsula (CGC),984,383,6,58,NT ,29,9,83,984,984,294,0
56930,Peppermint Grove (S),1139,666,10,100,WA ,142,10,100,1123,1154,1582,0
57000,Perenjori (S),976,339,6,51,WA ,48,4,34,872,1055,529,0
70790,Daguragu (CGC),438,4,1,1,NT ,4,2,12,284,540,543,0
71000,Darwin (C),1008,505,8,76,NT ,32,10,92,399,1147,66290,0
71350,Elliott District (CGC),648,54,1,9,NT ,21,7,61,648,648,420,16
72000,Jabiru (T),1023,551,9,83,NT ,33,10,95,792,1074,1136,0
72100,Jilkminggan (CGC),205,1,1,1,NT ,1,1,3,205,205,273,0
57630,Sandstone (S),903,106,2,16,WA ,14,1,10,903,903,120,0
57700,Serpentine-Jarrahdale (S),1048,600,9,90,WA ,126,9,89,939,1105,12892,2
57770,Shark Bay (S),955,237,4,36,WA ,32,3,23,880,1022,858,7
57840,South Perth (C),1066,628,10,95,WA ,132,10,93,896,1144,38360,1
57910,Stirling (C),1020,541,9,81,WA ,107,8,75,734,1157,176868,0
57980,Subiaco (C),1075,633,10,95,WA ,133,10,94,588,1159,16379,0
58050,Swan (C),1004,488,8,74,WA ,90,7,63,765,1146,93279,0
58120,Tambellup (S),973,325,5,49,WA ,47,4,33,847,1084,659,0
58190,Tammin (S),950,219,4,33,WA ,29,3,21,804,1088,390,0
58260,Three Springs (S),990,413,7,62,WA ,66,5,47,940,1094,662,0
58330,Toodyay (S),1000,463,7,70,WA ,82,6,58,941,1068,4113,0
58400,Trayning (S),957,255,4,39,WA ,34,3,24,893,1007,393,0
59730,York (S),992,425,7,64,WA ,73,6,52,945,1100,3114,0
60210,Break O'Day (M),904,107,2,17,TAS,3,2,11,788,991,6068,0
60410,Brighton (M),871,84,2,13,TAS,1,1,4,630,1083,14120,5
60610,Burnie (C),928,142,3,22,TAS,11,4,37,582,1056,19053,0
60810,Central Coast (M),952,231,4,35,TAS,20,7,67,818,1115,20663,0
61010,Central Highlands (M),913,119,2,18,TAS,7,3,24,846,978,2242,3
61210,Circular Head (M),943,191,3,29,TAS,17,6,57,775,1022,7954,0
61410,Clarence (C),996,452,7,68,TAS,26,9,87,644,1130,49638,2
61510,Derwent Valley (M),908,112,2,17,TAS,5,2,17,727,1037,9479,0
61610,Devonport (C),922,130,2,20,TAS,9,4,31,642,1080,24014,0
61810,Dorset (M),933,155,3,24,TAS,13,5,44,735,1025,6999,0
62010,Flinders (M),925,136,3,21,TAS,10,4,34,889,979,861,0
62210,George Town (M),895,96,2,15,TAS,2,1,7,732,1020,6526,0
58470,Upper Gascoyne (S),764,63,1,10,WA ,6,1,5,604,914,285,0
58510,Victoria Park (T),1002,483,8,73,WA ,88,7,62,700,1143,27956,4
65410,Waratah/Wynyard (M),931,151,3,23,TAS,12,5,41,765,1065,13411,0
65610,West Coast (M),909,114,2,18,TAS,6,3,21,837,978,5003,0
65810,West Tamar (M),1016,526,8,79,TAS,27,10,91,793,1143,20813,0
58540,Victoria Plains (S),1030,572,9,86,WA ,117,9,82,908,1070,903,0
70200,Alice Springs (T),1002,481,8,73,NT ,31,9,89,407,1141,23891,4
58570,Vincent (T),1050,606,10,91,WA ,127,9,89,850,1110,26879,0
58610,Wagin (S),962,275,5,42,WA ,39,3,28,880,1082,1843,0
58680,Wandering (S),1018,533,8,80,WA ,103,8,73,996,1065,355,0
58760,Wanneroo (C),1019,537,9,81,WA ,105,8,74,779,1155,110941,0
58820,Waroona (S),964,285,5,43,WA ,40,3,28,861,1059,3451,0
58890,West Arthur (S),1032,577,9,87,WA ,118,9,83,953,1088,853,0
59030,Westonia (S),1023,549,9,83,WA ,109,8,77,1023,1023,213,0
59100,Wickepin (S),976,341,6,52,WA ,49,4,35,903,1108,716,0
59170,Williams (S),1007,500,8,75,WA ,94,7,66,945,1069,866,0
59250,Wiluna (S),678,57,1,9,WA ,3,1,3,260,879,680,56
59310,Wongan-Ballidu (S),1010,508,8,77,WA ,95,7,67,965,1098,1387,0
59380,Woodanilling (S),1027,560,9,84,WA ,112,8,79,1001,1059,399,0
72200,Katherine (T),958,256,4,39,NT ,28,9,81,332,1155,8191,2
72240,Kunbarllanjnja (CGC),513,18,1,3,NT ,11,4,32,513,513,882,0
72270,Lajamanu (CGC),488,10,1,2,NT ,8,3,23,488,488,669,0
